Aphrika	Africa
2 ñiqin qhulla puquy killapi	2 gennaio
1920	1920
3 ñiqin qhulla puquy killapi	3 gennaio
1919	1919
1921	1921
1922	1922
Mawlli suyu	Regione del Maule
4 ñiqin qhulla puquy killapi	4 gennaio
1923	1923
Biyubiyu suyu	Regione del Bío Bío
1924	1924
Arawkaniya suyu	Regione dell'Araucanía
Mayukuna suyu	Regione di Los Ríos
Quchakuna suyu	Regione di Los Lagos
Aisén suyu	Regione di Aysén
Georges Pompidou	Georges Pompidou
Magallanes Antartika suyu	Regione di Magellano e dell'Antartide Cilena
Sit'i pachahina	Pianeta nano
5 ñiqin qhulla puquy killapi	5 gennaio
Arika	Arica
6 ñiqin qhulla puquy killapi	6 gennaio
Iliktrun	Elettrone
7 ñiqin qhulla puquy killapi	7 gennaio
8 ñiqin qhulla puquy killapi	8 gennaio
Velikiy Novgorod	Velikij Novgorod
9 ñiqin qhulla puquy killapi	9 gennaio
10 ñiqin qhulla puquy killapi	10 gennaio
11 ñiqin qhulla puquy killapi	11 gennaio
12 ñiqin qhulla puquy killapi	12 gennaio
13 ñiqin qhulla puquy killapi	13 gennaio
Birmingham	Birmingham
14 ñiqin qhulla puquy killapi	14 gennaio
15 ñiqin qhulla puquy killapi	15 gennaio
16 ñiqin qhulla puquy killapi	16 gennaio
17 ñiqin qhulla puquy killapi	17 gennaio
18 ñiqin qhulla puquy killapi	18 gennaio
19 ñiqin qhulla puquy killapi	19 gennaio
20 ñiqin qhulla puquy killapi	20 gennaio
21 ñiqin qhulla puquy killapi	21 gennaio
22 ñiqin qhulla puquy killapi	22 gennaio
23 ñiqin qhulla puquy killapi	23 gennaio
Rumaki qhapaq llaqta	Impero romano
24 ñiqin qhulla puquy killapi	24 gennaio
25 ñiqin qhulla puquy killapi	25 gennaio
Minsk	Minsk
26 ñiqin qhulla puquy killapi	26 gennaio
Microsoft	Microsoft
27 ñiqin qhulla puquy killapi	27 gennaio
28 ñiqin qhulla puquy killapi	28 gennaio
29 ñiqin qhulla puquy killapi	29 gennaio
30 ñiqin qhulla puquy killapi	30 gennaio
31 ñiqin qhulla puquy killapi	31 gennaio
Prutun	Protone
2 ñiqin qhapaq raymi killapi	2 dicembre
1 ñiqin qhapaq raymi killapi	1º dicembre
3 ñiqin qhapaq raymi killapi	3 dicembre
7 ñiqin qhapaq raymi killapi	7 dicembre
5 ñiqin qhapaq raymi killapi	5 dicembre
8 ñiqin qhapaq raymi killapi	8 dicembre
10 ñiqin qhapaq raymi killapi	10 dicembre
6 ñiqin qhapaq raymi killapi	6 dicembre
9 ñiqin qhapaq raymi killapi	9 dicembre
Pink Floyd	Pink Floyd
4 ñiqin qhapaq raymi killapi	4 dicembre
1 ñiqin hatun puquy killapi	1º febbraio
2 ñiqin hatun puquy killapi	2 febbraio
Yanuna kachi	Cloruro di sodio
3 ñiqin hatun puquy killapi	3 febbraio
Kurów	Kurów
4 ñiqin hatun puquy killapi	4 febbraio
5 ñiqin hatun puquy killapi	5 febbraio
6 ñiqin hatun puquy killapi	6 febbraio
7 ñiqin hatun puquy killapi	7 febbraio
8 ñiqin hatun puquy killapi	8 febbraio
9 ñiqin hatun puquy killapi	9 febbraio
10 ñiqin hatun puquy killapi	10 febbraio
Chaqllisinchi	Chimica
14 ñiqin hatun puquy killapi	14 febbraio
13 ñiqin hatun puquy killapi	13 febbraio
15 ñiqin hatun puquy killapi	15 febbraio
11 ñiqin hatun puquy killapi	11 febbraio
12 ñiqin hatun puquy killapi	12 febbraio
Robin van Persie	Robin van Persie
19 ñiqin hatun puquy killapi	19 febbraio
17 ñiqin hatun puquy killapi	17 febbraio
16 ñiqin hatun puquy killapi	16 febbraio
18 ñiqin hatun puquy killapi	18 febbraio
20 ñiqin hatun puquy killapi	20 febbraio
Niwtrun	Neutrone
21 ñiqin hatun puquy killapi	21 febbraio
22 ñiqin hatun puquy killapi	22 febbraio
23 ñiqin hatun puquy killapi	23 febbraio
24 ñiqin hatun puquy killapi	24 febbraio
25 ñiqin hatun puquy killapi	25 febbraio
26 ñiqin hatun puquy killapi	26 febbraio
27	27
27 ñiqin hatun puquy killapi	27 febbraio
28 ñiqin hatun puquy killapi	28 febbraio
11 ñiqin qhapaq raymi killapi	11 dicembre
29 ñiqin hatun puquy killapi	29 febbraio
12 ñiqin qhapaq raymi killapi	12 dicembre
13 ñiqin qhapaq raymi killapi	13 dicembre
14 ñiqin qhapaq raymi killapi	14 dicembre
15 ñiqin qhapaq raymi killapi	15 dicembre
2 ñiqin pawqar waray killapi	2 marzo
3 ñiqin pawqar waray killapi	3 marzo
5 ñiqin pawqar waray killapi	5 marzo
1 ñiqin pawqar waray killapi	1º marzo
7 ñiqin pawqar waray killapi	7 marzo
8 ñiqin pawqar waray killapi	8 marzo
4 ñiqin pawqar waray killapi	4 marzo
10 ñiqin pawqar waray killapi	10 marzo
11 ñiqin pawqar waray killapi	11 marzo
6 ñiqin pawqar waray killapi	6 marzo
13 ñiqin pawqar waray killapi	13 marzo
9 ñiqin pawqar waray killapi	9 marzo
12 ñiqin pawqar waray killapi	12 marzo
15 ñiqin pawqar waray killapi	15 marzo
14 ñiqin pawqar waray killapi	14 marzo
16 ñiqin qhapaq raymi killapi	16 dicembre
17 ñiqin qhapaq raymi killapi	17 dicembre
16 ñiqin pawqar waray killapi	16 marzo
17 ñiqin pawqar waray killapi	17 marzo
18 ñiqin pawqar waray killapi	18 marzo
Jaroslavl	Jaroslavl'
19 ñiqin pawqar waray killapi	19 marzo
1989	1989
1988	1988
20 ñiqin pawqar waray killapi	20 marzo
1987	1987
1986	1986
1985	1985
1984	1984
21 ñiqin pawqar waray killapi	21 marzo
1983	1983
22 ñiqin pawqar waray killapi	22 marzo
1982	1982
1981	1981
18 ñiqin qhapaq raymi killapi	18 dicembre
1980	1980
23 ñiqin pawqar waray killapi	23 marzo
Mugadishu	Mogadiscio
19 ñiqin qhapaq raymi killapi	19 dicembre
24 ñiqin pawqar waray killapi	24 marzo
25 ñiqin pawqar waray killapi	25 marzo
20 ñiqin qhapaq raymi killapi	20 dicembre
26 ñiqin pawqar waray killapi	26 marzo
27 ñiqin pawqar waray killapi	27 marzo
28 ñiqin pawqar waray killapi	28 marzo
29 ñiqin pawqar waray killapi	29 marzo
30 ñiqin pawqar waray killapi	30 marzo
31 ñiqin pawqar waray killapi	31 marzo
Nassau	Nassau
1970	1970
1971	1971
1972	1972
1973	1973
1974	1974
1975	1975
1976	1976
1977	1977
1978	1978
1979	1979
1969	1969
Konrad Adenauer	Konrad Adenauer
Binidiktu XVI	Papa Benedetto XVI
15 ñiqin ayriway killapi	15 aprile
13 ñiqin ayriway killapi	13 aprile
12 ñiqin ayriway killapi	12 aprile
14 ñiqin ayriway killapi	14 aprile
11 ñiqin ayriway killapi	11 aprile
10 ñiqin ayriway killapi	10 aprile
8 ñiqin ayriway killapi	8 aprile
9 ñiqin ayriway killapi	9 aprile
7 ñiqin ayriway killapi	7 aprile
6 ñiqin ayriway killapi	6 aprile
5 ñiqin ayriway killapi	5 aprile
4 ñiqin ayriway killapi	4 aprile
3 ñiqin ayriway killapi	3 aprile
1 ñiqin ayriway killapi	1º aprile
2 ñiqin ayriway killapi	2 aprile
Willy Brandt	Willy Brandt
Helmut Schmidt	Helmut Schmidt
Helmut Kohl	Helmut Kohl
16 ñiqin ayriway killapi	16 aprile
17 ñiqin ayriway killapi	17 aprile
18 ñiqin ayriway killapi	18 aprile
19 ñiqin ayriway killapi	19 aprile
20 ñiqin ayriway killapi	20 aprile
21 ñiqin ayriway killapi	21 aprile
22 ñiqin ayriway killapi	22 aprile
23 ñiqin ayriway killapi	23 aprile
24 ñiqin ayriway killapi	24 aprile
Gerhard Schröder	Gerhard Schröder
25 ñiqin ayriway killapi	25 aprile
26 ñiqin ayriway killapi	26 aprile
27 ñiqin ayriway killapi	27 aprile
28 ñiqin ayriway killapi	28 aprile
29 ñiqin ayriway killapi	29 aprile
30 ñiqin ayriway killapi	30 aprile
Killa Satiliti	Satellite naturale
Joachim Gauck	Joachim Gauck
Christian Wulff	Christian Wulff
Horst Köhler	Horst Köhler
1 ñiqin aymuray killapi	1º maggio
2 ñiqin aymuray killapi	2 maggio
3 ñiqin aymuray killapi	3 maggio
4 ñiqin aymuray killapi	4 maggio
5 ñiqin aymuray killapi	5 maggio
6 ñiqin aymuray killapi	6 maggio
7 ñiqin aymuray killapi	7 maggio
8 ñiqin aymuray killapi	8 maggio
9 ñiqin aymuray killapi	9 maggio
10 ñiqin aymuray killapi	10 maggio
11 ñiqin aymuray killapi	11 maggio
12 ñiqin aymuray killapi	12 maggio
13 ñiqin aymuray killapi	13 maggio
14 ñiqin aymuray killapi	14 maggio
15 ñiqin aymuray killapi	15 maggio
16 ñiqin aymuray killapi	16 maggio
17 ñiqin aymuray killapi	17 maggio
18 ñiqin aymuray killapi	18 maggio
19 ñiqin aymuray killapi	19 maggio
20 ñiqin aymuray killapi	20 maggio
21 ñiqin aymuray killapi	21 maggio
22 ñiqin aymuray killapi	22 maggio
23 ñiqin aymuray killapi	23 maggio
24 ñiqin aymuray killapi	24 maggio
25 ñiqin aymuray killapi	25 maggio
26 ñiqin aymuray killapi	26 maggio
27 ñiqin aymuray killapi	27 maggio
28 ñiqin aymuray killapi	28 maggio
29 ñiqin aymuray killapi	29 maggio
30 ñiqin aymuray killapi	30 maggio
31 ñiqin aymuray killapi	31 maggio
Paul MacCartney	Paul McCartney
21 ñiqin qhapaq raymi killapi	21 dicembre
Piyu XII	Papa Pio XII
Erich Honecker	Erich Honecker
SS Lazio	Società Sportiva Lazio
14 ñiqin inti raymi killapi	14 giugno
15 ñiqin inti raymi killapi	15 giugno
13 ñiqin inti raymi killapi	13 giugno
10 ñiqin inti raymi killapi	10 giugno
7 ñiqin inti raymi killapi	7 giugno
11 ñiqin inti raymi killapi	11 giugno
9 ñiqin inti raymi killapi	9 giugno
12 ñiqin inti raymi killapi	12 giugno
6 ñiqin inti raymi killapi	6 giugno
8 ñiqin inti raymi killapi	8 giugno
5 ñiqin inti raymi killapi	5 giugno
3 ñiqin inti raymi killapi	3 giugno
2 ñiqin inti raymi killapi	2 giugno
1 ñiqin inti raymi killapi	1º giugno
4 ñiqin inti raymi killapi	4 giugno
Napoli	Napoli
22 ñiqin qhapaq raymi killapi	22 dicembre
SSC Napoli	Società Sportiva Calcio Napoli
George Harrison	George Harrison
1968	1968
Friedrich Ebert	Friedrich Ebert (padre)
1967	1967
1966	1966
1965	1965
1964	1964
16 ñiqin inti raymi killapi	16 giugno
Palermo	Palermo
30 ñiqin inti raymi killapi	30 giugno
29 ñiqin inti raymi killapi	29 giugno
28 ñiqin inti raymi killapi	28 giugno
26 ñiqin inti raymi killapi	26 giugno
25 ñiqin inti raymi killapi	25 giugno
22 ñiqin inti raymi killapi	22 giugno
27 ñiqin inti raymi killapi	27 giugno
24 ñiqin inti raymi killapi	24 giugno
20 ñiqin inti raymi killapi	20 giugno
Paul von Hindenburg	Paul von Hindenburg
23 ñiqin inti raymi killapi	23 giugno
19 ñiqin inti raymi killapi	19 giugno
18 ñiqin inti raymi killapi	18 giugno
21 ñiqin inti raymi killapi	21 giugno
17 ñiqin inti raymi killapi	17 giugno
23 ñiqin qhapaq raymi killapi	23 dicembre
Wilhelm II	Guglielmo II di Germania
Parma	Parma
Vladimir	Vladimir (Oblast' di Vladimir)
15 ñiqin anta situwa killapi	15 luglio
13 ñiqin anta situwa killapi	13 luglio
12 ñiqin anta situwa killapi	12 luglio
10 ñiqin anta situwa killapi	10 luglio
9 ñiqin anta situwa killapi	9 luglio
14 ñiqin anta situwa killapi	14 luglio
8 ñiqin anta situwa killapi	8 luglio
Parma FC	Parma Football Club
7 ñiqin anta situwa killapi	7 luglio
6 ñiqin anta situwa killapi	6 luglio
5 ñiqin anta situwa killapi	5 luglio
2 ñiqin anta situwa killapi	2 luglio
4 ñiqin anta situwa killapi	4 luglio
3 ñiqin anta situwa killapi	3 luglio
1 ñiqin anta situwa killapi	1º luglio
11 ñiqin anta situwa killapi	11 luglio
24 ñiqin qhapaq raymi killapi	24 dicembre
31 ñiqin anta situwa killapi	31 luglio
30 ñiqin anta situwa killapi	30 luglio
29 ñiqin anta situwa killapi	29 luglio
28 ñiqin anta situwa killapi	28 luglio
27 ñiqin anta situwa killapi	27 luglio
25 ñiqin anta situwa killapi	25 luglio
24 ñiqin anta situwa killapi	24 luglio
23 ñiqin anta situwa killapi	23 luglio
26 ñiqin anta situwa killapi	26 luglio
22 ñiqin anta situwa killapi	22 luglio
19 ñiqin anta situwa killapi	19 luglio
21 ñiqin anta situwa killapi	21 luglio
20 ñiqin anta situwa killapi	20 luglio
17 ñiqin anta situwa killapi	17 luglio
18 ñiqin anta situwa killapi	18 luglio
16 ñiqin anta situwa killapi	16 luglio
Piluta hayt'ay	Calcio (sport)
AS Roma	Associazione Sportiva Roma
25 ñiqin qhapaq raymi killapi	25 dicembre
Siena	Siena
1963	1963
Lech Kaczyński	Lech Kaczyński
26 ñiqin qhapaq raymi killapi	26 dicembre
Ulukawstu	Olocausto
1962	1962
14 ñiqin chakra yapuy killapi	14 agosto
15 ñiqin chakra yapuy killapi	15 agosto
13 ñiqin chakra yapuy killapi	13 agosto
12 ñiqin chakra yapuy killapi	12 agosto
11 ñiqin chakra yapuy killapi	11 agosto
10 ñiqin chakra yapuy killapi	10 agosto
8 ñiqin chakra yapuy killapi	8 agosto
7 ñiqin chakra yapuy killapi	7 agosto
9 ñiqin chakra yapuy killapi	9 agosto
5 ñiqin chakra yapuy killapi	5 agosto
4 ñiqin chakra yapuy killapi	4 agosto
2 ñiqin chakra yapuy killapi	2 agosto
3 ñiqin chakra yapuy killapi	3 agosto
6 ñiqin chakra yapuy killapi	6 agosto
1 ñiqin chakra yapuy killapi	1º agosto
Grimm wawqikuna	Fratelli Grimm
27 ñiqin qhapaq raymi killapi	27 dicembre
Madrid	Madrid
Elton John	Elton John
16 ñiqin chakra yapuy killapi	16 agosto
29 ñiqin chakra yapuy killapi	29 agosto
28 ñiqin chakra yapuy killapi	28 agosto
30 ñiqin chakra yapuy killapi	30 agosto
25 ñiqin chakra yapuy killapi	25 agosto
26 ñiqin chakra yapuy killapi	26 agosto
23 ñiqin chakra yapuy killapi	23 agosto
27 ñiqin chakra yapuy killapi	27 agosto
21 ñiqin chakra yapuy killapi	21 agosto
20 ñiqin chakra yapuy killapi	20 agosto
24 ñiqin chakra yapuy killapi	24 agosto
18 ñiqin chakra yapuy killapi	18 agosto
17 ñiqin chakra yapuy killapi	17 agosto
22 ñiqin chakra yapuy killapi	22 agosto
19 ñiqin chakra yapuy killapi	19 agosto
31 ñiqin chakra yapuy killapi	31 agosto
Michael Jackson	Michael Jackson
28 ñiqin qhapaq raymi killapi	28 dicembre
Chhulli	Influenza
Bogotá	Bogotá
Brasilia	Brasilia
15 ñiqin tarpuy killapi	15 settembre
14 ñiqin tarpuy killapi	14 settembre
13 ñiqin tarpuy killapi	13 settembre
12 ñiqin tarpuy killapi	12 settembre
8 ñiqin tarpuy killapi	8 settembre
11 ñiqin tarpuy killapi	11 settembre
7 ñiqin tarpuy killapi	7 settembre
10 ñiqin tarpuy killapi	10 settembre
5 ñiqin tarpuy killapi	5 settembre
4 ñiqin tarpuy killapi	4 settembre
9 ñiqin tarpuy killapi	9 settembre
2 ñiqin tarpuy killapi	2 settembre
6 ñiqin tarpuy killapi	6 settembre
1 ñiqin tarpuy killapi	1º settembre
3 ñiqin tarpuy killapi	3 settembre
29 ñiqin qhapaq raymi killapi	29 dicembre
Aleksandr Lukașenko	Aleksandr Lukašenko
Limaq	Lima
30 ñiqin tarpuy killapi	30 settembre
29 ñiqin tarpuy killapi	29 settembre
28 ñiqin tarpuy killapi	28 settembre
27 ñiqin tarpuy killapi	27 settembre
26 ñiqin tarpuy killapi	26 settembre
25 ñiqin tarpuy killapi	25 settembre
Chili Santiyayu	Santiago del Cile
23 ñiqin tarpuy killapi	23 settembre
22 ñiqin tarpuy killapi	22 settembre
24 ñiqin tarpuy killapi	24 settembre
21 ñiqin tarpuy killapi	21 settembre
20 ñiqin tarpuy killapi	20 settembre
18 ñiqin tarpuy killapi	18 settembre
17 ñiqin tarpuy killapi	17 settembre
19 ñiqin tarpuy killapi	19 settembre
16 ñiqin tarpuy killapi	16 settembre
Kitu	Quito
30 ñiqin qhapaq raymi killapi	30 dicembre
Chuqichaka	Sucre (città)
Antoine de Saint-Exupéry	Antoine de Saint-Exupéry
31 ñiqin qhapaq raymi killapi	31 dicembre
1 ñiqin kantaray killapi	1º ottobre
15 ñiqin kantaray killapi	15 ottobre
12 ñiqin kantaray killapi	12 ottobre
10 ñiqin kantaray killapi	10 ottobre
14 ñiqin kantaray killapi	14 ottobre
9 ñiqin kantaray killapi	9 ottobre
8 ñiqin kantaray killapi	8 ottobre
13 ñiqin kantaray killapi	13 ottobre
7 ñiqin kantaray killapi	7 ottobre
11 ñiqin kantaray killapi	11 ottobre
6 ñiqin kantaray killapi	6 ottobre
4 ñiqin kantaray killapi	4 ottobre
5 ñiqin kantaray killapi	5 ottobre
3 ñiqin kantaray killapi	3 ottobre
2 ñiqin kantaray killapi	2 ottobre
Asunción	Asunción
Kawra	Capra hircus
31 ñiqin kantaray killapi	31 ottobre
30 ñiqin kantaray killapi	30 ottobre
29 ñiqin kantaray killapi	29 ottobre
28 ñiqin kantaray killapi	28 ottobre
26 ñiqin kantaray killapi	26 ottobre
25 ñiqin kantaray killapi	25 ottobre
24 ñiqin kantaray killapi	24 ottobre
27 ñiqin kantaray killapi	27 ottobre
22 ñiqin kantaray killapi	22 ottobre
23 ñiqin kantaray killapi	23 ottobre
20 ñiqin kantaray killapi	20 ottobre
21 ñiqin kantaray killapi	21 ottobre
19 ñiqin kantaray killapi	19 ottobre
17 ñiqin kantaray killapi	17 ottobre
16 ñiqin kantaray killapi	16 ottobre
18 ñiqin kantaray killapi	18 ottobre
Heidelberg	Heidelberg
Darmstadt	Darmstadt
Kathidral	Cattedrale
Qispi kay	Libertà
15 ñiqin ayamarq'a killapi	15 novembre
14 ñiqin ayamarq'a killapi	14 novembre
13 ñiqin ayamarq'a killapi	13 novembre
12 ñiqin ayamarq'a killapi	12 novembre
11 ñiqin ayamarq'a killapi	11 novembre
10 ñiqin ayamarq'a killapi	10 novembre
7 ñiqin ayamarq'a killapi	7 novembre
8 ñiqin ayamarq'a killapi	8 novembre
9 ñiqin ayamarq'a killapi	9 novembre
6 ñiqin ayamarq'a killapi	6 novembre
5 ñiqin ayamarq'a killapi	5 novembre
4 ñiqin ayamarq'a killapi	4 novembre
3 ñiqin ayamarq'a killapi	3 novembre
2 ñiqin ayamarq'a killapi	2 novembre
1 ñiqin ayamarq'a killapi	1º novembre
Paramaribo	Paramaribo
30 ñiqin ayamarq'a killapi	30 novembre
29 ñiqin ayamarq'a killapi	29 novembre
28 ñiqin ayamarq'a killapi	28 novembre
27 ñiqin ayamarq'a killapi	27 novembre
26 ñiqin ayamarq'a killapi	26 novembre
25 ñiqin ayamarq'a killapi	25 novembre
23 ñiqin ayamarq'a killapi	23 novembre
24 ñiqin ayamarq'a killapi	24 novembre
21 ñiqin ayamarq'a killapi	21 novembre
20 ñiqin ayamarq'a killapi	20 novembre
22 ñiqin ayamarq'a killapi	22 novembre
19 ñiqin ayamarq'a killapi	19 novembre
18 ñiqin ayamarq'a killapi	18 novembre
17 ñiqin ayamarq'a killapi	17 novembre
16 ñiqin ayamarq'a killapi	16 novembre
Belmopan	Belmopan
Carolus Magnus	Carlo Magno
San José (Kustarika)	San José
San Salvador	San Salvador (El Salvador)
Canberra	Canberra
Sydney	Sydney
Q'umir	Verde
Melbourne	Melbourne
Puka	Rosso
Perth	Perth (Australia Occidentale)
Nina	Fuoco
Pusitrun	Positrone
Wayra pacha	Atmosfera terrestre
Tegucigalpa	Tegucigalpa
Winnipeg qucha	Winnipeg (lago)
Managua	Managua
Panama llaqta	Panamá (città)
George Orwell	George Orwell
Trento	Trento
Nabus	Brassica rapa
Nilu mayu	Nilo
Chuqichinchay warani	Sirio
Ancona	Ancona
Perugia	Perugia
Qarawasu	Astronotus ocellatus
Wakupa	Cichla
Kungu mayu	Congo (fiume)
Bari	Bari
Niqir mayu	Niger (fiume)
Potenza	Potenza (Italia)
Rabat	Rabat
Aquchinchay	Cometa
Tunis	Tunisi
Tripoli	Tripoli
Ancud	Ancud
Angol	Angol
Antofagasta	Antofagasta
Tehran	Teheran
Adis Ababa	Addis Abeba
Jakarta	Giacarta
Warmi suwa challwa	Mesonauta festivus
Ankara	Ankara
Niamey	Niamey
Kalama	Calama
Riyad	Riyad
1961	1961
Beograd	Belgrado
Dakar	Dakar
Qhamiña	Camiña
Wisaw	Bissau
1960	1960
Hawa wat'a	Giava
Accra	Accra
Chiguayante	Chiguayante
Dimashq	Damasco
Ransis Wayana	Guyana francese
Chillán	Chillán
Awqaq sipaskuna mayu	Rio delle Amazzoni
Abuja	Abuja
Amman	Amman
Tübingen	Tubinga
Yaoundé	Yaoundé
Coyhaique	Coyhaique
Kinshasa	Kinshasa
Qullchani	Colchane
Brazzaville	Brazzaville
Bujumbura	Bujumbura
Kigali	Kigali
Puriq quyllurcha	Asteroide
Dodoma	Dodoma
Qhupiyapu	Copiapó
Nairobi	Nairobi
Kukimpu	Coquimbo
Coronel (Chili)	Coronel (Cile)
Corral	Corral (Cile)
Lusaka	Lusaka
Catanzaro	Catanzaro
Maputu	Maputo
Kampala	Kampala
Luanda	Luanda
Muruni	Moroni (Comore)
Galisya	Galizia (Spagna)
Yachay wasi	Scuola
Yachay suntur	Università
Gaborone	Gaborone
Grace Kelly	Grace Kelly
Wikipidiya:Allinmi hamusqaykichik	Aiuto:Benvenuto
Kantawriya	Cantabria
Wasi	Casa
Awstralya allpa pacha	Australia (continente)
Sinchi kaq	Hardware
Qillqanancha kamay	Algebra
Yuskadi	Paesi Baschi
Runap kurkun	Anatomia umana
Nawarra	Navarra
Mayu	Fiume
Paul Simon	Paul Simon
Osasco	Osasco (San Paolo)
Aragun	Aragona
36 kñ	36 a.C.
20 kñ	20 a.C.
40 kñ	40 a.C.
39 kñ	39 a.C.
Urnu ñawch'i	Capo Horn
37 kñ	37 a.C.
22 kñ	22 a.C.
38 kñ	38 a.C.
Glasgow	Glasgow
28 kñ	28 a.C.
18 kñ	18 a.C.
15 kñ	15 a.C.
33 kñ	33 a.C.
30 kñ	30 a.C.
12 kñ	12 a.C.
Dong Hoi antanka pampa	Aeroporto di Dong Hoi
Ch'usaq pacha	Spazio (astronomia)
45 kñ	45 a.C.
46 kñ	46 a.C.
41 kñ	41 a.C.
49 kñ	49 a.C.
42 kñ	42 a.C.
25 kñ	25 a.C.
47 kñ	47 a.C.
10 kñ	10 a.C.
Michel Platini	Michel Platini
Katiguriya:Wiñay kawsay (Uruwayi)	Categoria:Storia dell'Uruguay
Curitiba	Curitiba
Sach'a-sach'a	Foresta
Katiguriya:Wiñay kawsay (Nihun)	Categoria:Storia del Giappone
Katiguriya:1888	Categoria:Eventi del 1888
Piyu VIII	Papa Pio VIII
Binidiktu XV	Papa Benedetto XV
Franz Beckenbauer	Franz Beckenbauer
Joachim Löw	Joachim Löw
Talka	Talca
Piruwpa wallqanqan	Stemma del Perù
Jonathan Winters	Jonathan Winters
Katiguriya:Wiñay kawsay (Hurdanya)	Categoria:Storia della Giordania
Katiguriya:1421	Categoria:Eventi del 1421
Katiguriya:1481	Categoria:Eventi del 1481
Sean Connery	Sean Connery
Iyobpa qillqasqan	Libro di Giobbe
Rimakuykunamanta qillqasqa	Libro dei Proverbi
Rancagua	Rancagua
Khunfuqi	Confucio
Marilyn Monroe	Marilyn Monroe
Corbin Bleu	Corbin Bleu
Karnawal	Carnevale
Katiguriya:Yupana	Categoria:Matematica
Katiguriya:Wallpasqa rimay	Categoria:Lingue artificiali
Aymara simi	Lingua aymara
Pharuy	Fær Øer
Mohamed Morsi	Mohamed Morsi
107 kñ	107 a.C.
Claude Debussy	Claude Debussy
143 kñ	143 a.C.
Barquisimeto	Barquisimeto
Le Corbusier	Le Corbusier
126 kñ	126 a.C.
116 kñ	116 a.C.
136 kñ	136 a.C.
Tapyamach'aqway	Gymnophiona
Katiguriya:Umalliq (Unduras)	Categoria:Presidenti dell'Honduras
113 kñ	113 a.C.
Q'isa	Nido
140 kñ	140 a.C.
150 kñ	150 a.C.
Tunu	Colonna
Katiguriya:Paqarisqa 1888	Categoria:Nati nel 1888
130 kñ	130 a.C.
1488	1488
Iwru	Euro
Amirikanu dollar	Dollaro statunitense
Allpapura hatun qucha	Mar Mediterraneo
Larry Page	Larry Page
Piruwpa llaqta takin	Somos libres, seámoslo siempre
Hangzhou	Hangzhou
Katiguriya:Yachay suntur (Mama llaqta)	Categoria:Università per nazione
Kristiyanu iñiy	Cristianesimo
1004	1004
Plantilla:Support	Template:Favorevole
Aoraki Urqu	Aoraki/Monte Cook
Seattle (Washington)	Seattle
Berlin pirqa	Muro di Berlino
Baltimore (Maryland)	Baltimora
Céline Dion	Céline Dion
Allpa pacha	Continente
Plantilla:ALA	Template:ALA
Adelaide	Adelaide (Australia)
Pisqu	Aves
Uma llaqta	Capitale (città)
Munsun (Ispaña)	Monzón
Gujarati simi	Lingua gujarati
Purtuyis simi	Lingua portoghese
Killa pacha	Mese
Mustafa Kemal Atatürk	Mustafa Kemal Atatürk
1948	1948
Q'aytu kuru	Nematoda
1949	1949
Almazán	Almazán
Huang Xianfan	Huang Xianfan
Qhichwa simi	Lingue quechua
1956	1956
1200	1200
1201	1201
1202	1202
1203	1203
1204	1204
1205	1205
1206	1206
1941	1941
1207	1207
1208	1208
1945	1945
1209	1209
1210	1210
1211	1211
1958	1958
1212	1212
1926	1926
1213	1213
1947	1947
1944	1944
1952	1952
Q'ispi umiña	Diamante
Bill Gates	Bill Gates
Nihun simi	Lingua giapponese
Ñit'isqa ñawra phiruru	DVD
Qhapaq p'anqa	Pagina principale
1959	1959
1957	1957
Pinchikilla kurur	Induttore
Saratow	Saratov
1214	1214
1215	1215
Isanka rump'u	Pallacanestro
1216	1216
Sirp'i pukllay	Cricket
1217	1217
1218	1218
David Bowie	David Bowie
Antawa llallinakuy	Automobilismo
1219	1219
Apuwasinyuq pukllaykuna	Giochi olimpici
1220	1220
1221	1221
1222	1222
1223	1223
Iwrasya	Eurasia
1224	1224
1225	1225
1226	1226
1227	1227
1228	1228
1229	1229
1230	1230
Yangsi mayu	Fiume Azzurro
1231	1231
1232	1232
Missouri mayu	Missouri (fiume)
1233	1233
1234	1234
1235	1235
1236	1236
1237	1237
Francisco Goya	Francisco Goya
1238	1238
1239	1239
1240	1240
1241	1241
1242	1242
1243	1243
1244	1244
1245	1245
1246	1246
Himalaya	Himalaya
Antikuna	Ande
Treviso	Treviso
1247	1247
1248	1248
Kaspi hatun qucha	Mar Caspio
1249	1249
1250	1250
Erie qucha	Lago Erie
1251	1251
1252	1252
1253	1253
1254	1254
1255	1255
1256	1256
1257	1257
Ñansa qucha	Lago Vittoria
1258	1258
1259	1259
1260	1260
1261	1261
1262	1262
Tanganika qucha	Lago Tanganica
1263	1263
Paygal qucha	Lago Bajkal
1264	1264
1265	1265
1266	1266
1267	1267
1268	1268
1269	1269
1270	1270
1271	1271
1272	1272
Sahtu qucha	Grande Lago degli Orsi
1273	1273
1274	1274
1275	1275
1276	1276
1277	1277
Malawi qucha	Lago Malawi
1278	1278
1279	1279
1280	1280
1281	1281
Hatun Isklaw qucha	Grande Lago degli Schiavi
1282	1282
1283	1283
1284	1284
1285	1285
1286	1286
