আফ্রিকা	Africa
গ্লাডউইন জেব	Gladwyn Jebb
কোপার্নিসিয়াম	Copernicio
বিষয়শ্রেণী:সূচীপত্র	Categoria:Categorie
আল্পস পর্বতমালা	Alpi
কার্পেথীয় পর্বতমালা	Carpazi
গ্রনোবল	Grenoble
ব্লেইজ প্যাসকেল	Blaise Pascal
জেন্ট	Gand
শিকাগো	Chicago
দ্য বিটল্‌স	The Beatles
ইউনুনট্রিয়াম	Ununtrio
ইউনুনকোয়াডিয়াম	Flerovio
ইউনুনপেন্টিয়াম	Ununpentio
ইউনুনহেক্সিয়াম	Livermorio
ইউনুনসেপ্টিয়াম	Ununseptio
ইউনুনকটিয়াম	Ununoctio
শীত	Inverno
বসন্ত (ঋতু)	Primavera
গ্রীষ্ম	Estate
শরৎ	Autunno
বিষুব	Equinozio
সাদ্দাম হুসাইন	Saddam Hussein
ওসামা বিন লাদেন	Osama bin Laden
স্পেনীয় ভাষা	Lingua spagnola
ফ্রিড‌রিশ ফন হায়ক	Friedrich von Hayek
মোন্তেবিদেও	Montevideo
ইয়োহান জেবাস্টিয়ান বাখ	Johann Sebastian Bach
অপেরা	Opera
ফিলাডেলফিয়া	Filadelfia (Stati Uniti d'America)
কলকাতা	Calcutta
চেন্নাই	Chennai
দিল্লি	Delhi
ঢাকা	Dacca
বেঙ্গালুরু	Bangalore
পশ্চিমবঙ্গ	Bengala occidentale
মাকড়শা	Araneae
আর্থ্রোপোড	Arthropoda
হায়দ্রাবাদ, ভারত	Hyderabad
ইসলামাবাদ	Islamabad
ত্রিপুরা	Tripura
ফল	Frutto
অর্থ (টাকা)	Denaro
ভার্জিনিয়া	Virginia
পশ্চিম ভার্জিনিয়া	Virginia Occidentale
ম্যাটারহর্ন	Cervino
নিউ ইয়র্ক	New York (Stato)
সিরিয়াম	Cerio
প্রাসিওডিমিয়াম	Praseodimio
রোড আইল্যান্ড	Rhode Island
নিওডিমিয়াম	Neodimio
কীট	Insecta
মেরিল্যান্ড	Maryland
ডেলাওয়্যার	Delaware
ভ্লাদিমির লেনিন	Lenin
ইউরোপিয়াম	Europio
ওহাইও	Ohio
ভের্গিল	Publio Virgilio Marone
নিক্কোলো মাকিয়াভেল্লি	Niccolò Machiavelli
পেন্সিল্‌ভেনিয়া	Pennsylvania
ফ্রাঞ্চেসকো পেত্রারক	Francesco Petrarca
জিওভান্নি বোক্কাচ্চো	Giovanni Boccaccio
উটার্সেন	Uetersen
আউগুস্তুস	Augusto
মাইক্রোসফট উইন্ডোজ	Microsoft Windows
নিউ জার্সি	New Jersey
জিব্রাল্টার	Gibilterra
ফিনীয় ভাষা	Lingua finlandese
নিরো	Nerone
ইন্ডিয়ানা	Indiana
নোকিয়া	Nokia
গাড়ি	Autovettura
জুভেন্টাস ফুটবল ক্লাব	Juventus Football Club
রজার ফেদেরার	Roger Federer
হাদ্রিয়ান	Publio Elio Traiano Adriano
জর্জিয়া (অঙ্গরাজ্য)	Georgia (Stati Uniti d'America)
কেডিই	KDE
জাগরেব	Zagabria
রাজস্থান	Rajasthan
কাম্পানিয়া	Campania
টেক্সাস	Texas
তামিলনাড়ু	Tamil Nadu
নর্থ ক্যারোলাইনা	Carolina del Nord
ফিল্ড হকি	Hockey su prato
সাউথ ক্যারোলাইনা	Carolina del Sud
সিসিলি দ্বীপপুঞ্জ	Sicilia
ম্যানিলা	Manila
তৃতীয় বেনিগনো অ্যাকুইনো	Benigno Aquino III
লোয়ার নদী	Loira
এম. সি. এশ্যর	Maurits Cornelis Escher
সেন নদী	Senna
কেসোন	Quezon
ল্য মঁস	Le Mans
কোরাজন অ্যাকুইনো	Corazón Aquino
বুয়েনোস আইরেস	Buenos Aires
মেক্সিকো সিটি	Città del Messico
টোকিও	Tokyo
বার্সেলোনা	Barcellona
আনারস	Ananas comosus
মিসিসিপি (অঙ্গরাজ্য)	Mississippi
ফার্ডিনান্ড ম্যাগেলান	Ferdinando Magellano
মিসিসিপি নদী	Mississippi (fiume)
উত্তরপ্রদেশ	Uttar Pradesh
উত্তরাখণ্ড	Uttarakhand
মিজোরাম	Mizoram
সিক্কিম	Sikkim
পাতাগোনিয়া	Patagonia
টেনেসী	Tennessee
রিশার্ড ভাগনার	Richard Wagner
রবার্ট লুইস স্টিভেন্সন	Robert Louis Stevenson
নাগপুর	Nagpur
আবিজান	Abidjan
আবুধাবি	Abu Dhabi
আস্তানা	Astana
নিউ মেক্সিকো	Nuovo Messico
অ্যাথেন্স	Atene
মিনেসোটা	Minnesota
বাগদাদ	Baghdad
কারাকাস	Caracas
স্থানাংকিত আন্তর্জাতিক সময়	Tempo coordinato universale
উইসকনসিন	Wisconsin
পুনে	Pune
সিসারো	Marco Tullio Cicerone
এসি মিলান	Associazione Calcio Milan
আইওয়া	Iowa
লিয়োঁ মেট্রো	Metropolitana di Lione
নেব্রাস্কা	Nebraska
গুয়াতেমালা সিটি	Città del Guatemala
ক্যানসাস	Kansas
হাভানা	L'Avana
তামাক	Tabacco
হিন্দি ভাষা	Lingua hindi
মারাঠি ভাষা	Lingua marathi
ইন্টারনেট এক্সপ্লোরার	Internet Explorer
সিগারেট	Sigaretta
গণেশ	Ganesha
মিসৌরি	Missouri
জর্জ সায়মন ও'ম	Georg Ohm
লুইজিয়ানা	Louisiana
নাগাল্যান্ড	Nagaland
কেন্টাকি	Kentucky
আর্কানসাস	Arkansas
নিল আর্মস্ট্রং	Neil Armstrong
উর্দু ভাষা	Lingua urdu
চার্লস লিন্ডবার্গ	Charles Lindbergh
ওক‌লাহোমা	Oklahoma
দানিউব নদী	Danubio
উত্তর সাগর	Mare del Nord
কিল	Kiel
হানোফার	Hannover
মিউনিখ	Monaco di Baviera
ভলিবল	Pallavolo
ইন্সব্রুক	Innsbruck
ভিয়েনা	Vienna
র‌্যনদ ল্যাভিলেনি	Renaud Lavillenie
ম্যাডোনা	Madonna (cantante)
কোপেনহেগেন	Copenaghen
স্টকহোম	Stoccolma
হেলসিঙ্কি	Helsinki
ডাবলিন	Dublino
রেইকিয়াভিক	Reykjavík
তাল্লিন	Tallinn
রিগা	Riga
লুইস আর্মস্ট্রং	Louis Armstrong
ব্রাতিস্লাভা	Bratislava
বুদাপেস্ট	Budapest
অ্যাশটন ইটন	Ashton Eaton
ফ্রাঙ্কফুর্ট	Francoforte sul Meno
কোচি	Kochi
ল্যান্থানাম	Lantanio
প্রমিথিয়াম	Promezio
জ্যোতির্বিদ্যা-একক	Unità astronomica
সামারিয়াম	Samario
গ্যাডোলিনিয়াম	Gadolinio
ডেথ নোট	Death Note
জিনেদিন জিদান	Zinédine Zidane
টারবিয়াম	Terbio
লুক্সেমবুর্গ (শহর)	Lussemburgo (città)
ডিসপ্রোসিয়াম	Disprosio
ফাডুৎস	Vaduz
বাইবেল	Bibbia
হলমিয়াম	Olmio
এরবিয়াম	Erbio
প্‌নম পেন	Phnom Penh
এক্স-রশ্মি জ্যোতির্বিজ্ঞান	Astronomia a raggi X
থুলিয়াম	Tulio
হো চি মিন সিটি	Ho Chi Minh (città)
ইটারবিয়াম	Itterbio
লুটেসিয়াম	Lutezio
হ্যানয়	Hanoi
সত্য যীশু গীর্জা	Vera Chiesa di Gesù
ইংরেজি ভাষা	Lingua inglese
ব্যাংকক	Bangkok
আন্দরা লা ভেলিয়া	Andorra la Vella
কুয়ালালামপুর	Kuala Lumpur
তাইপে	Taipei
অ্যামেরিসিয়াম	Americio
কুরিয়াম	Curio
বার্কেলিয়াম	Berkelio
ক্যালিফোর্নিয়াম	Californio
কূটনীতি	Diplomazia
আইনস্টাইনিয়াম	Einsteinio
ফার্মিয়াম	Fermio
মেন্ডেলেভিয়াম	Mendelevio
কিয়েভ	Kiev
নোবেলিয়াম	Nobelio
অন্টারিও	Ontario
লরেনসিয়াম	Laurenzio
করিম বেনজেমা	Karim Benzema
প্যাট্রিস এভরা	Patrice Evra
ফ্রাঙ্ক রিবেরি	Franck Ribéry
সামির নাসরি	Samir Nasri
গেল ক্লিশি	Gaël Clichy
অটোয়া	Ottawa
উইলিয়াম গালাস্‌	William Gallas
বেকারি স্যানিয়া	Bacary Sagna
আবু দিয়াবি	Abou Diaby
জুবা	Giuba (Sudan del Sud)
ইয়েরেভান	Erevan
কনিয়স্কভলা	Końskowola
ফর্মুলা ওয়ান	Formula 1
২০০০	2000
২০০৩	2003
২০০২	2002
২০০১	2001
২০১২	2012
২০১১	2011
২০১০	2010
২০০৯	2009
কার্বন ডাই অক্সাইড	Anidride carbonica
২০১৩	2013
২০১৪	2014
২০১৫	2015
২০০৮	2008
জাভাস্ক্রিপ্ট	JavaScript
২০০৪	2004
উইকিট্রাভেল	Wikitravel
২০০৫	2005
ড্রাগন বল	Dragon Ball
২০০৬	2006
২০০৭	2007
কার্বন মনোক্সাইড	Monossido di carbonio
লিনাক্স মিন্ট	Linux Mint
১৯০০	1900
১৯০১	1901
চার্লস দ্য গল	Charles de Gaulle
১৯০২	1902
ফ্লোরেন্স	Firenze
১৯০৩	1903
১৯০৪	1904
১৯০৫	1905
১৯০৭	1907
১৯০৬	1906
এইচটিএমএল ৫	HTML5
১৯০৮	1908
১৯০৯	1909
১৯৯২	1992
১৯৯১	1991
১৯৯০	1990
১৯৯৩	1993
এসেন	Essen
১৯৯৪	1994
১৯৯৫	1995
১৯৯৬	1996
ডেভিড লিঞ্চ	David Lynch
১৯১০	1910
১৯১১	1911
১৯১২	1912
লাইপ্‌ৎসিশ	Lipsia
১৯১৩	1913
১৯১৪	1914
১৯১৫	1915
১৯১৬	1916
১৯৯৭	1997
১৯৯৮	1998
১৯৯৯	1999
১৯১৭	1917
১৯১৮	1918
খাদ্য	Alimento
সাপ	Serpentes
জাক শিরাক	Jacques Chirac
সামারা মেট্রো	Metropolitana di Samara
আলোর গতিবেগ	Velocità della luce
এক্সটেনসিভ মার্কআপ ল্যাংগুয়েজ	XML
নিউট্রিনো	Neutrino
ইউটিসি−১২:০০	UTC-12
জানুয়ারি ১	1º gennaio
জানুয়ারি ২	2 gennaio
সুভাষচন্দ্র বসু	Subhas Chandra Bose
ইউটিসি−১১:০০	UTC-11
১৯২০	1920
জানুয়ারি ৩	3 gennaio
১৯১৯	1919
কর্নেলিয়ুস তাকিতুস	Publio Cornelio Tacito
১৯২১	1921
ইউটিসি−১০:০০	UTC-10
১৯২২	1922
জানুয়ারি ৪	4 gennaio
১৯২৩	1923
ইউটিসি−০৯:৩০	UTC-9:30
ল্যান্স আর্মস্ট্রং	Lance Armstrong
১৯২৪	1924
ইউটিসি−০৯:০০	UTC-9
রাশিয়ান এসএফএসআর	Repubblica Socialista Federativa Sovietica Russa
জেপিইজি	JPEG
বামন গ্রহ	Pianeta nano
জানুয়ারি ৫	5 gennaio
ইউটিসি−০৮:০০	UTC-8
জানুয়ারি ৬	6 gennaio
আঙ্কল টমস্‌ কেবিন	La capanna dello zio Tom
ইলেকট্রন	Elettrone
জানুয়ারি ৭	7 gennaio
জানুয়ারি ৮	8 gennaio
জানুয়ারি ৯	9 gennaio
জানুয়ারি ১০	10 gennaio
জানুয়ারি ১১	11 gennaio
জানুয়ারি ১২	12 gennaio
বাজ অলড্রিন	Buzz Aldrin
জানুয়ারি ১৩	13 gennaio
