Африк	Africa
3 сарын 1	1º marzo
3 сарын 7	7 marzo
3 сарын 8	8 marzo
3 сарын 4	4 marzo
3 сарын 10	10 marzo
3 сарын 11	11 marzo
3 сарын 6	6 marzo
3 сарын 13	13 marzo
3 сарын 9	9 marzo
3 сарын 12	12 marzo
3 сарын 15	15 marzo
3 сарын 14	14 marzo
C++	C++
12 сарын 16	16 dicembre
12 сарын 17	17 dicembre
3 сарын 16	16 marzo
3 сарын 17	17 marzo
3 сарын 18	18 marzo
Ярославль	Jaroslavl'
3 сарын 19	19 marzo
1989 он	1989
1988 он	1988
3 сарын 20	20 marzo
1987 он	1987
1986 он	1986
1985 он	1985
1984 он	1984
3 сарын 21	21 marzo
1983 он	1983
3 сарын 22	22 marzo
1982 он	1982
1981 он	1981
12 сарын 18	18 dicembre
1980 он	1980
3 сарын 23	23 marzo
12 сарын 19	19 dicembre
3 сарын 24	24 marzo
3 сарын 25	25 marzo
12 сарын 20	20 dicembre
3 сарын 26	26 marzo
3 сарын 27	27 marzo
3 сарын 28	28 marzo
3 сарын 29	29 marzo
3 сарын 30	30 marzo
3 сарын 31	31 marzo
Адаг чуулганы галактик	Galassia di Andromeda
Санаа хот	Sana’a
1970 он	1970
1971 он	1971
1972 он	1972
1973 он	1973
1974 он	1974
1975 он	1975
1976 он	1976
1977 он	1977
1978 он	1978
1979 он	1979
1969 он	1969
Мушгиа галактик	Galassia spirale
XVI Бенедикт	Papa Benedetto XVI
4 сарын 15	15 aprile
4 сарын 13	13 aprile
4 сарын 12	12 aprile
4 сарын 14	14 aprile
4 сарын 11	11 aprile
4 сарын 10	10 aprile
4 сарын 8	8 aprile
4 сарын 9	9 aprile
4 сарын 7	7 aprile
4 сарын 6	6 aprile
4 сарын 5	5 aprile
4 сарын 4	4 aprile
4 сарын 3	3 aprile
4 сарын 1	1º aprile
4 сарын 2	2 aprile
4 сарын 16	16 aprile
4 сарын 17	17 aprile
4 сарын 18	18 aprile
4 сарын 19	19 aprile
4 сарын 20	20 aprile
4 сарын 21	21 aprile
4 сарын 22	22 aprile
4 сарын 23	23 aprile
4 сарын 24	24 aprile
4 сарын 25	25 aprile
4 сарын 26	26 aprile
4 сарын 27	27 aprile
4 сарын 28	28 aprile
4 сарын 29	29 aprile
4 сарын 30	30 aprile
Хорст Көлэр	Horst Köhler
5 сарын 1	1º maggio
5 сарын 2	2 maggio
5 сарын 3	3 maggio
5 сарын 4	4 maggio
5 сарын 5	5 maggio
5 сарын 6	6 maggio
5 сарын 7	7 maggio
5 сарын 8	8 maggio
5 сарын 9	9 maggio
5 сарын 10	10 maggio
5 сарын 11	11 maggio
5 сарын 12	12 maggio
5 сарын 13	13 maggio
5 сарын 14	14 maggio
5 сарын 15	15 maggio
Титан (сар)	Titano (astronomia)
5 сарын 16	16 maggio
5 сарын 17	17 maggio
5 сарын 18	18 maggio
5 сарын 19	19 maggio
5 сарын 20	20 maggio
5 сарын 21	21 maggio
5 сарын 22	22 maggio
5 сарын 23	23 maggio
5 сарын 24	24 maggio
5 сарын 25	25 maggio
5 сарын 26	26 maggio
5 сарын 27	27 maggio
5 сарын 28	28 maggio
5 сарын 29	29 maggio
5 сарын 30	30 maggio
5 сарын 31	31 maggio
Пол Маккартни	Paul McCartney
12 сарын 21	21 dicembre
6 сарын 14	14 giugno
6 сарын 15	15 giugno
6 сарын 13	13 giugno
6 сарын 10	10 giugno
6 сарын 7	7 giugno
6 сарын 11	11 giugno
6 сарын 9	9 giugno
6 сарын 12	12 giugno
6 сарын 6	6 giugno
6 сарын 8	8 giugno
6 сарын 5	5 giugno
6 сарын 3	3 giugno
6 сарын 2	2 giugno
6 сарын 1	1º giugno
6 сарын 4	4 giugno
Вальтер Ульбрихт	Walter Ulbricht
Иваново	Ivanovo (Russia)
Ринго Старр	Ringo Starr
12 сарын 22	22 dicembre
Жорж Харрисон	George Harrison
1968 он	1968
1967 он	1967
1966 он	1966
1965 он	1965
1964 он	1964
6 сарын 16	16 giugno
Иваново муж	Oblast' di Ivanovo
Палермо	Palermo
6 сарын 30	30 giugno
6 сарын 29	29 giugno
6 сарын 28	28 giugno
6 сарын 26	26 giugno
6 сарын 25	25 giugno
6 сарын 22	22 giugno
6 сарын 27	27 giugno
6 сарын 24	24 giugno
6 сарын 20	20 giugno
6 сарын 23	23 giugno
6 сарын 19	19 giugno
6 сарын 18	18 giugno
6 сарын 21	21 giugno
6 сарын 17	17 giugno
12 сарын 23	23 dicembre
Брюс Уиллис	Bruce Willis
Владимир хот	Vladimir (Oblast' di Vladimir)
Арнольд Шварценеггер	Arnold Schwarzenegger
7 сарын 15	15 luglio
7 сарын 13	13 luglio
7 сарын 12	12 luglio
7 сарын 10	10 luglio
7 сарын 9	9 luglio
7 сарын 14	14 luglio
7 сарын 8	8 luglio
7 сарын 7	7 luglio
7 сарын 6	6 luglio
7 сарын 5	5 luglio
7 сарын 2	2 luglio
7 сарын 4	4 luglio
7 сарын 3	3 luglio
7 сарын 1	1º luglio
7 сарын 11	11 luglio
Владимир муж	Oblast' di Vladimir
12 сарын 24	24 dicembre
7 сарын 31	31 luglio
7 сарын 30	30 luglio
7 сарын 29	29 luglio
7 сарын 28	28 luglio
7 сарын 27	27 luglio
7 сарын 25	25 luglio
7 сарын 24	24 luglio
7 сарын 23	23 luglio
7 сарын 26	26 luglio
7 сарын 22	22 luglio
7 сарын 19	19 luglio
7 сарын 21	21 luglio
7 сарын 20	20 luglio
7 сарын 17	17 luglio
7 сарын 18	18 luglio
7 сарын 16	16 luglio
Хөлбөмбөг	Calcio (sport)
Луй де Фунес	Louis de Funès
Мюнстер	Münster (Renania Settentrionale-Vestfalia)
12 сарын 25	25 dicembre
Рязань	Rjazan'
Аугсбург	Augusta (Germania)
Рязань муж	Oblast' di Rjazan'
1963 он	1963
Лех Качински	Lech Kaczyński
12 сарын 26	26 dicembre
Холокост	Olocausto
1962 он	1962
IPhone	IPhone
Тула	Tula (Russia)
Өрнө Суматра	Sumatra Occidentale
8 сарын 14	14 agosto
8 сарын 15	15 agosto
8 сарын 13	13 agosto
8 сарын 12	12 agosto
8 сарын 11	11 agosto
8 сарын 10	10 agosto
8 сарын 8	8 agosto
8 сарын 7	7 agosto
8 сарын 9	9 agosto
8 сарын 5	5 agosto
8 сарын 4	4 agosto
8 сарын 2	2 agosto
8 сарын 3	3 agosto
8 сарын 6	6 agosto
8 сарын 1	1º agosto
Тула муж	Oblast' di Tula
12 сарын 27	27 dicembre
Мадрид	Madrid
Брянск муж	Oblast' di Brjansk
8 сарын 16	16 agosto
Кока-Кола	Coca-Cola
8 сарын 29	29 agosto
8 сарын 28	28 agosto
8 сарын 30	30 agosto
8 сарын 25	25 agosto
8 сарын 26	26 agosto
8 сарын 23	23 agosto
8 сарын 27	27 agosto
8 сарын 21	21 agosto
8 сарын 20	20 agosto
8 сарын 24	24 agosto
8 сарын 18	18 agosto
8 сарын 17	17 agosto
8 сарын 22	22 agosto
8 сарын 19	19 agosto
8 сарын 31	31 agosto
Майкл Жэксон	Michael Jackson
12 сарын 28	28 dicembre
Фрайбург	Friburgo in Brisgovia
Калуга	Kaluga
Богота	Bogotá
Бразилиа	Brasilia
9 сарын 15	15 settembre
9 сарын 14	14 settembre
9 сарын 13	13 settembre
9 сарын 12	12 settembre
9 сарын 8	8 settembre
9 сарын 11	11 settembre
9 сарын 7	7 settembre
9 сарын 10	10 settembre
9 сарын 5	5 settembre
9 сарын 4	4 settembre
9 сарын 9	9 settembre
9 сарын 2	2 settembre
9 сарын 6	6 settembre
9 сарын 1	1º settembre
9 сарын 3	3 settembre
12 сарын 29	29 dicembre
Александр Лукашенко	Aleksandr Lukašenko
9 сарын 30	30 settembre
9 сарын 29	29 settembre
9 сарын 28	28 settembre
9 сарын 27	27 settembre
9 сарын 26	26 settembre
9 сарын 25	25 settembre
Сантъяго	Santiago del Cile
9 сарын 23	23 settembre
9 сарын 22	22 settembre
9 сарын 24	24 settembre
9 сарын 21	21 settembre
9 сарын 20	20 settembre
9 сарын 18	18 settembre
9 сарын 17	17 settembre
9 сарын 19	19 settembre
9 сарын 16	16 settembre
12 сарын 30	30 dicembre
12 сарын 31	31 dicembre
10 сарын 1	1º ottobre
10 сарын 15	15 ottobre
10 сарын 12	12 ottobre
10 сарын 10	10 ottobre
10 сарын 14	14 ottobre
10 сарын 9	9 ottobre
10 сарын 8	8 ottobre
10 сарын 13	13 ottobre
10 сарын 7	7 ottobre
10 сарын 11	11 ottobre
10 сарын 6	6 ottobre
10 сарын 4	4 ottobre
10 сарын 5	5 ottobre
10 сарын 3	3 ottobre
10 сарын 2	2 ottobre
Ямаа	Capra hircus
10 сарын 31	31 ottobre
10 сарын 30	30 ottobre
10 сарын 29	29 ottobre
10 сарын 28	28 ottobre
10 сарын 26	26 ottobre
10 сарын 25	25 ottobre
10 сарын 24	24 ottobre
10 сарын 27	27 ottobre
10 сарын 22	22 ottobre
10 сарын 23	23 ottobre
10 сарын 20	20 ottobre
10 сарын 21	21 ottobre
10 сарын 19	19 ottobre
10 сарын 17	17 ottobre
10 сарын 16	16 ottobre
10 сарын 18	18 ottobre
11 сарын 15	15 novembre
11 сарын 14	14 novembre
11 сарын 13	13 novembre
11 сарын 12	12 novembre
11 сарын 11	11 novembre
11 сарын 10	10 novembre
11 сарын 7	7 novembre
11 сарын 8	8 novembre
11 сарын 9	9 novembre
11 сарын 6	6 novembre
11 сарын 5	5 novembre
11 сарын 4	4 novembre
11 сарын 3	3 novembre
11 сарын 2	2 novembre
11 сарын 1	1º novembre
11 сарын 30	30 novembre
11 сарын 29	29 novembre
11 сарын 28	28 novembre
11 сарын 27	27 novembre
11 сарын 26	26 novembre
11 сарын 25	25 novembre
11 сарын 23	23 novembre
11 сарын 24	24 novembre
11 сарын 21	21 novembre
11 сарын 20	20 novembre
11 сарын 22	22 novembre
11 сарын 19	19 novembre
11 сарын 18	18 novembre
11 сарын 17	17 novembre
11 сарын 16	16 novembre
Катманду	Katmandu
Их Карл	Carlo Magno
Канберра	Canberra
Ио (дагуул)	Io (astronomia)
Орёл муж	Oblast' di Orël
Сидней	Sydney
Мельбурн	Melbourne
Улаан	Rosso
Перт	Perth (Australia Occidentale)
Гал	Fuoco
Баруун Австрали	Australia Occidentale
Од аймаг	Aude
Шинэ Өмнөд Вэльс	Nuovo Galles del Sud
Позитрон	Positrone
Агаар мандал	Atmosfera terrestre
Хойд Нутаг Дэвсгэр	Territorio del Nord
Австралийн Нийслэлийн Нутаг Дэвсгэр	Territorio della Capitale Australiana
Виннипег нуур	Winnipeg (lago)
Манагуа	Managua
Энселадус	Encelado (astronomia)
Белгород	Belgorod
Жорж Орвелл	George Orwell
Антиох IV Эпифанес	Antioco IV
Аугаа Антиох	Antioco III
Нил мөрөн	Nilo
Циклид	Cichlidae
Воронеж	Voronež
Воронеж муж	Oblast' di Voronež
Липецк	Lipeck
Конго мөрөн	Congo (fiume)
Бантен	Banten
Нигер мөрөн	Niger (fiume)
Төв Жава	Giava Centrale
Алжир хот	Algeri
Тунис хот	Tunisi
Ростов муж	Oblast' di Rostov
Триполи	Tripoli
Дорно Жава	Giava Orientale
Антофагаста	Antofagasta
Тегеран	Teheran
Аддис-Абеб хот	Addis Abeba
Жакарта	Giacarta
Анкара	Ankara
Асмара	Asmara
Краснодар	Krasnodar
Краснодарын хязгаар	Territorio di Krasnodar
1961 он	1961
Белград	Belgrado
Өрнө Жава	Giava Occidentale
Адыгей	Adighezia
Ангилал:Википедиа загварууд	Categoria:Template
1960 он	1960
Жава	Giava
Дамаск	Damasco
Ямусукро хот	Yamoussoukro
Квентин Тарантино	Quentin Tarantino
Амазон мөрөн	Rio delle Amazzoni
Абужа	Abuja
Бага Зондын арлууд	Piccole Isole della Sonda
Амман	Amman
Ангилал:Спортын загварууд	Categoria:Template sport
Бейрут	Beirut
Маскат	Mascate
Бужумбура	Bujumbura
Доха	Doha
Найроби	Nairobi
Лусака	Lusaka
Манама	Manama
Нар хиртэлт	Eclissi solare
Төв Калимантан	Kalimantan Centrale
Морони	Moroni (Comore)
Өмнө Калимантан	Kalimantan Meridionale
Монакогийн хунтайж II Альберт	Alberto II di Monaco
Хоёртын тооллын систем	Sistema numerico binario
Антананариву	Antananarivo
Өрнө Калимантан	Kalimantan Occidentale
Хараре	Harare
Астрахань	Astrachan'
Ширээний теннис	Tennistavolo
Астур муж	Asturie
Виндхук	Windhoek
Wikipedia:Ноорог	Wikipedia:Pagina delle prove
Wikipedia:Википедиад Тавтай морилно уу	Aiuto:Benvenuto
Бүгд Найрамдах Халимаг Улс	Calmucchia
Балгас	Town
Элст	Ėlista
Баск орон	Paesi Baschi
Газрын зураг	Mappa
Гол мөрөн	Fiume
Озаску	Osasco (San Paolo)
Арагон орон	Aragona
Аммиак	Ammoniaca
Донгхой нисэх онгоцны буудал	Aeroporto di Dong Hoi
Майли Сайрус	Miley Cyrus
Мишель Платини	Michel Platini
Арнаут Даниэль	Arnaut Daniel
Куритиба	Curitiba
Ангилал:Иран дахь дэлхийн соёлын өв	Categoria:Patrimoni dell'umanità dell'Iran
Өрнө Африк	Africa occidentale
Ангилал:Японы түүх	Categoria:Storia del Giappone
Хатуу диск	Disco rigido
Эрик Бана	Eric Bana
Ангилал:Туруутан	Categoria:Artiodattili
Хабаровск	Chabarovsk
Йоахим Лёв	Joachim Löw
Пакистаны Панжаб	Punjab (Pakistan)
Анна Фэрис	Anna Faris
Котайк аймаг	Provincia di Kotayk'
Як-130	Yakovlev Yak-130
Ангилал:Тунисчууд	Categoria:Tunisini
Лоренц үндэсний хүрээлэн	Parco nazionale di Lorentz
Бернард Кац	Bernard Katz
Нагш-и Жахан талбай	Piazza Naqsh-e jahàn
Комодо үндэсний хүрээлэн	Parco nazionale di Komodo
Суматра арлын халуун орны ойн сан	Foresta tropicale di Sumatra
Ужунг Кулон үндэсний хүрээлэн	Parco nazionale di Ujung Kulon
Чогха Занбиль	Choqa zanbil
Сундарбанс	Sundarbans
Солтаниех	Soltaniyeh
Ангилал:Лихтенштейн улсын хот	Categoria:Comuni del Liechtenstein
Ангилал:Узбек орны түүх	Categoria:Storia dell'Uzbekistan
Ангилал:Афганистаны түүх	Categoria:Storia dell'Afghanistan
Аннэ Франк	Anna Frank
Рауль Альбиоль	Raúl Albiol
Загвар:Location map Turkey	Template:Mappa di localizzazione/TUR
Ангилал:Тажикистаны түүх	Categoria:Storia del Tagikistan
Күнз	Confucio
Сара Бернар	Sarah Bernhardt
Марлен Дитрих	Marlene Dietrich
Мэрилин Монро	Marilyn Monroe
Корбин Блю	Corbin Bleu
Ангилал:Математик	Categoria:Matematica
Ангилал:Монголын түүх	Categoria:Storia della Mongolia
Ангилал:Казахстаны түүх	Categoria:Storia del Kazakistan
Фарерын арлууд	Fær Øer
Бали арал	Bali
Юпитер	Giove (divinità)
Сэргэн мандалт (ренессанс)	Rinascimento
Баркисимето	Barquisimeto
Ле Корбюзье	Le Corbusier
Мексик песо	Peso messicano
Тогоруу	Grus grus
Ангилал:1888 онд төрөгсөд	Categoria:Nati nel 1888
Ангилал:Ираны түүх	Categoria:Storia dell'Iran
Евро	Euro
Америк доллар	Dollaro statunitense
Газрын Дундад тэнгис	Mar Mediterraneo
Ангилал:Болгарын хөгжмийн зохиолчид	Categoria:Compositori bulgari
Ангилал:Шинэ Зеландын газарзүй	Categoria:Geografia della Nuova Zelanda
Хятан улс	Dinastia Liao
Ханжоу	Hangzhou
Христийн шашин	Cristianesimo
Загвар:Азийн улс орон	Template:Asia
Төв Сулавеси	Sulawesi Centrale
Алтан улс	Dinastia Jīn
Умар Сулавеси	Sulawesi Settentrionale
Өрнө Сулавеси	Sulawesi Occidentale
Ганга мөрөн	Gange
Селин Дион	Céline Dion
