Afraga	Africa
Linn County, Kansas	Contea di Linn (Kansas)
Ellsworth County, Kansas	Contea di Ellsworth
Yell, Sealltainn	Yell (isola)
Ellis County, Kansas	Contea di Ellis (Kansas)
Atchison County, Kansas	Contea di Atchison (Kansas)
Barton County, Kansas	Contea di Barton (Kansas)
Polk County, Wisconsin	Contea di Polk (Wisconsin)
Rice County, Kansas	Contea di Rice (Kansas)
Barber County, Kansas	Contea di Barber
Clay County, Kansas	Contea di Clay (Kansas)
Chase County, Kansas	Contea di Chase (Kansas)
Decatur County, Kansas	Contea di Decatur (Kansas)
Coffey County, Kansas	Contea di Coffey
Cloud County, Kansas	Contea di Cloud
Chautauqua County, Kansas	Contea di Chautauqua (Kansas)
Cowley County, Kansas	Contea di Cowley
Cheyenne County, Kansas	Contea di Cheyenne (Kansas)
Republic County, Kansas	Contea di Republic
Elk County, Kansas	Contea di Elk (Kansas)
Allen County, Kansas	Contea di Allen (Kansas)
Dickinson County, Kansas	Contea di Dickinson (Kansas)
Bourbon County, Kansas	Contea di Bourbon (Kansas)
Crawford County, Kansas	Contea di Crawford (Kansas)
Cherokee County, Kansas	Contea di Cherokee (Kansas)
Comanche County, Kansas	Contea di Comanche (Kansas)
Doniphan County, Kansas	Contea di Doniphan
Chittagong	Chittagong
Clark County, Kansas	Contea di Clark (Kansas)
Edwards County, Kansas	Contea di Edwards (Kansas)
Rush County, Kansas	Contea di Rush (Kansas)
McPherson County, Kansas	Contea di McPherson (Kansas)
Mitchell County, Kansas	Contea di Mitchell (Kansas)
Lane County, Kansas	Contea di Lane (Kansas)
Lincoln County, Kansas	Contea di Lincoln (Kansas)
Wabaunsee County, Kansas	Contea di Wabaunsee
Valledupar	Valledupar
Pottawatomie County, Kansas	Contea di Pottawatomie (Kansas)
Marshall County, Kansas	Contea di Marshall (Kansas)
Greene County, Illinois	Contea di Greene (Illinois)
Stanton County, Kansas	Contea di Stanton (Kansas)
Jackson County, Kansas	Contea di Jackson (Kansas)
Seward County, Kansas	Contea di Seward (Kansas)
Greeley County, Kansas	Contea di Greeley (Kansas)
Geary County, Kansas	Contea di Geary
Hamilton County, Kansas	Contea di Hamilton (Kansas)
Norton County, Kansas	Contea di Norton
Harper County, Kansas	Contea di Harper (Kansas)
Morton County, Kansas	Contea di Morton (Kansas)
Anderson County, Kansas	Contea di Anderson (Kansas)
Perry Mason	Perry Mason
An Caisleán Nua (Baile Átha Cliath)	Newcastle (Dublino)
Pleasants County, Virginia an Iar	Contea di Pleasants
Charles Watson-Wentworth, 2nd Marquess of Rockingham	Charles Watson-Wentworth, II marchese di Rockingham
Rob Ruadh MacGriogair	Rob Roy MacGregor
Charles Hatchett	Charles Hatchett
Rock Springs, Wyoming	Rock Springs (Wyoming)
Jason Bonham	Jason Bonham
Domhnall II na h-Alba	Donald II di Scozia
Uilleam Augustus, Diùc Cumberland	Guglielmo, duca di Cumberland
William F. Buckley Jr.	William Buckley
Marion County, Illinois	Contea di Marion (Illinois)
Montgomery County, Pennsylvania	Contea di Montgomery (Pennsylvania)
Sgioba nàiseanta rugbaidh Shasainn	Nazionale di rugby a 15 dell'Inghilterra
Smyth County, Virginia	Contea di Smyth
Fulangas Naomh Mata	Passione secondo Matteo
Nathair-mhara (ùirsgeul)	Serpente marino
Woodson County, Kansas	Contea di Woodson
John Muir	John Muir
Nemaha County, Kansas	Contea di Nemaha (Kansas)
Gray County, Kansas	Contea di Gray (Kansas)
Reno County, Kansas	Contea di Reno
Leavenworth County, Kansas	Contea di Leavenworth
Kiowa County, Kansas	Contea di Kiowa (Kansas)
Rooks County, Kansas	Contea di Rooks
Co-ghnìomhair	Avverbio
Albert Reynolds	Albert Reynolds
Rory McIlroy	Rory McIlroy
Thomas Telford	Thomas Telford
Ted Danson	Ted Danson
Liam MacCosgair	Liam Cosgrave
Jack Lynch	Jack Lynch
John A. Costello	John A. Costello
Flugelhorn	Flicorno soprano
Salm 23	Salmo 23
Hattiesburg, Mississippi	Hattiesburg
Jefferson County, Washington	Contea di Jefferson (Washington)
York County, Carolina a Deas	Contea di York (Carolina del Sud)
Flotta	Flotta (isola)
Cecil County, Maryland	Contea di Cecil
Deisciobal	Discepolo
Washington County, Iowa	Contea di Washington (Iowa)
Flagler County, Florida	Contea di Flagler
Gazella dorcas	Gazella dorcas
Siorrachd Yarmouth	Contea di Yarmouth
Passy	Passy (Alta Savoia)
Johnson County, Illinois	Contea di Johnson (Illinois)
York County, Maine	Contea di York (Maine)
Ermenonville	Ermenonville
Amar-ionnlaid	Bains
MGMT	MGMT
Soisgeul Mhata	Vangelo secondo Matteo
Batan	Clava
Żelazowa Wola	Żelazowa Wola
Waw	VAV
Howard County, Maryland	Contea di Howard (Maryland)
Palm Desert, Calafòrnia	Palm Desert
Crittenden County, Kentucky	Contea di Crittenden (Kentucky)
Elliott County, Kentucky	Contea di Elliott
Daviess County, Kentucky	Contea di Daviess (Kentucky)
Stevens County, Kansas	Contea di Stevens (Kansas)
Aimearaga	America (disambigua)
Uig	UIG
Palastain	Territori palestinesi
An Àrd Ruigh	Airdrie
Monadh Rois	Montrose (Angus)
Hywel Dda	Hywel Dda ap Cadell
Na Dùintean	Duns
Mars	Mars
Tripp County, Dakota a Deas	Contea di Tripp
Ouray County, Colorado	Contea di Ouray
Sullivan County, Indiana	Contea di Sullivan (Indiana)
Coral Gables, Florida	Coral Gables
Charlotte County, Virginia	Contea di Charlotte (Virginia)
Penarth	Penarth
Robert Plant	Robert Plant
Durham County, Carolina a Tuath	Contea di Durham (Carolina del Nord)
Caernarfon	Caernarfon
Deuel County, Nebraska	Contea di Deuel (Nebraska)
Bàn-dhearg	Rosa (colore)
TransMilenio	TransMilenio
Livingston County, Illinois	Contea di Livingston (Illinois)
Wilkes County, Carolina a Tuath	Contea di Wilkes (Carolina del Nord)
Loch Sìn	Loch Shin
Gazella bennettii	Gazella bennettii
Dunklin County, Missouri	Contea di Dunklin
Lafayette County, Wisconsin	Contea di Lafayette (Wisconsin)
Shelby County, Indiana	Contea di Shelby (Indiana)
Maurice	Maurice (film)
Alt	ALT
Santa Cruz de La Palma	Santa Cruz de la Palma
Asgair	Apostrofo
Torgny Lindgren	Torgny Lindgren
Salvador Puig i Antich	Salvador Puig Antich
Sergio Garcia	Sergio García Fernández
Allt na h-Eirbhe	Altnaharra
The Rankin Family	The Rankin Family
Cesar Romero	Cesar Romero
Alturas, Calafòrnia	Alturas
Yfke Sturm	Yfke Sturm
Allmhagh Beag	Alva (Regno Unito)
Jackson County, Oregon	Contea di Jackson (Oregon)
Multnomah County, Oregon	Contea di Multnomah
Pàpa Frangan	Papa Francesco
Leabhar Mhormoin	Libro di Mormon
Nathair-mhara (snàigean)	Hydrophiinae
Bibb County, Alabama	Contea di Bibb (Alabama)
Comhairlean na h-Alba	Suddivisioni della Scozia
Amelia County, Virginia	Contea di Amelia
Kenosha, Wisconsin	Kenosha
Lakewood, Colorado	Lakewood (Colorado)
Coireall còsagail	Vibrante alveolare
Nathair-ghleadhrach	Crotalus
Fàsach Nubianach	Deserto di Nubia
Seán Lemass	Sean Lemass
Llywelyn Mòr	Llywelyn il Grande
Ned Maddrell	Ned Maddrell
Lachlann MacGuaire	Lachlan Macquarie
Vladimir Vasilevich Markovnikov	Vladimir Vasil'evič Markovnikov
Nevenoe	Nominoë
Bryan Gunn	Bryan Gunn
Diùcachd Nassau-Usingen	Nassau-Usingen
Miami-Dade County, Florida	Contea di Miami-Dade
Mochi	Mochi (gastronomia)
Amherst, Alba Nuadh	Amherst (Canada)
Amherst County, Virginia	Contea di Amherst
Eduardo Santos	Eduardo Santos
Lemuria	Lemuria
Villeblevin	Villeblevin
Balthasar van der Ast	Balthasar van der Ast
Amlwch	Amlwch
Paramore	Paramore
Taylor County, Kentucky	Contea di Taylor (Kentucky)
Snàthad an duine mhairbh	Tipulidae
Pastra	Pasticceria
Texas County, Missouri	Contea di Texas (Missouri)
Aberfal	Falmouth (Cornovaglia)
Port Adhair Tan Son Nhat	Aeroporto Internazionale Tan Son Nhat
Deuchainn-lann	Laboratorio
Meatailt Bàis	Death metal
Bòrd-iarnaigidh	Ferro da stiro
Cotton County, Oklahoma	Contea di Cotton
Motley County, Texas	Contea di Motley
Nueces County, Texas	Contea di Nueces
Jones County, Texas	Contea di Jones (Texas)
Bonner County, Idaho	Contea di Bonner
Midland County, Texas	Contea di Midland (Texas)
Will County, Illinois	Contea di Will
Cassia County, Idaho	Contea di Cassia
Stevens County, Washington	Contea di Stevens (Washington)
Okanogan County, Washington	Contea di Okanogan
Uinta County, Wyoming	Contea di Uinta
Caingeiseachd	Pentecostalismo
Laramie County, Wyoming	Contea di Laramie
Bodach-sneachda	Pupazzo di neve
Pacific County, Washington	Contea di Pacific
Wahkiakum County, Washington	Contea di Wahkiakum
Tì uaine	Tè verde
Edgar County, Illinois	Contea di Edgar
Eau Claire County, Wisconsin	Contea di Eau Claire
Fremont County, Wyoming	Contea di Fremont (Wyoming)
San Juan County, Washington	Contea di San Juan (Washington)
Lincoln County, Washington	Contea di Lincoln (Washington)
Whitman County, Washington	Contea di Whitman
Converse County, Wyoming	Contea di Converse
Kitsap County, Washington	Contea di Kitsap
Sweetwater County, Wyoming	Contea di Sweetwater
Sevier County, Utah	Contea di Sevier (Utah)
Saline County, Illinois	Contea di Saline (Illinois)
Bennett County, Dakota a Deas	Contea di Bennett
Bon Homme County, Dakota a Deas	Contea di Bon Homme
Lake County, Illinois	Contea di Lake (Illinois)
Andrew Carnegie	Andrew Carnegie
Johnson County, Wyoming	Contea di Johnson (Wyoming)
Vermilion County, Illinois	Contea di Vermilion (Illinois)
Cedar County, Missouri	Contea di Cedar (Missouri)
Palm Beach County, Florida	Contea di Palm Beach
Bates County, Missouri	Contea di Bates
Atchison County, Missouri	Contea di Atchison (Missouri)
Benton County, Oregon	Contea di Benton (Oregon)
Yamhill County, Oregon	Contea di Yamhill
Crook County, Oregon	Contea di Crook (Oregon)
Hood River County, Oregon	Contea di Hood River
Harney County, Oregon	Contea di Harney
Clatsop County, Oregon	Contea di Clatsop
Grant County, Oregon	Contea di Grant (Oregon)
Columbia County, Oregon	Contea di Columbia (Oregon)
Klamath County, Oregon	Contea di Klamath
Josephine County, Oregon	Contea di Josephine
Douglas County, Oregon	Contea di Douglas (Oregon)
Clackamas County, Oregon	Contea di Clackamas
Marion County, Oregon	Contea di Marion (Oregon)
Curry County, Oregon	Contea di Curry (Oregon)
Deschutes County, Oregon	Contea di Deschutes
Coos County, Oregon	Contea di Coos (Oregon)
Buffalo County, Dakota a Deas	Contea di Buffalo (Dakota del Sud)
Cooper County, Missouri	Contea di Cooper
Butler County, Missouri	Contea di Butler (Missouri)
Clay County, Missouri	Contea di Clay (Missouri)
Clinton County, Missouri	Contea di Clinton (Missouri)
Cole County, Missouri	Contea di Cole
Barton County, Missouri	Contea di Barton (Missouri)
Caldwell County, Missouri	Contea di Caldwell (Missouri)
Silver Bow County, Montana	Contea di Silver Bow
Parmer County, Texas	Contea di Parmer
Lincoln County, Wyoming	Contea di Lincoln (Wyoming)
Washington County, Oregon	Contea di Washington (Oregon)
Tooele County, Utah	Contea di Tooele
Martin County, Texas	Contea di Martin (Texas)
Salt Lake County, Utah	Contea di Salt Lake
Uintah County, Utah	Contea di Uintah
Summit County, Utah	Contea di Summit (Utah)
Palo Pinto County, Texas	Contea di Palo Pinto
Montague County, Texas	Contea di Montague
Sanpete County, Utah	Contea di Sanpete
Lincoln County, Missouri	Contea di Lincoln (Missouri)
Comanche County, Oklahoma	Contea di Comanche (Oklahoma)
Creek County, Oklahoma	Contea di Creek
Grady County, Oklahoma	Contea di Grady (Oklahoma)
Cleveland County, Oklahoma	Contea di Cleveland (Oklahoma)
Howell County, Missouri	Contea di Howell
Oregon County, Missouri	Contea di Oregon
Garvin County, Oklahoma	Contea di Garvin
Boone County, Missouri	Contea di Boone (Missouri)
Bollinger County, Missouri	Contea di Bollinger
Buchanan County, Missouri	Contea di Buchanan (Missouri)
Aurora County, Dakota a Deas	Contea di Aurora
Beaufort County, Carolina a Tuath	Contea di Beaufort (Carolina del Nord)
Cherokee County, Carolina a Tuath	Contea di Cherokee (Carolina del Nord)
Morgan County, Missouri	Contea di Morgan (Missouri)
Berkeley, Calafòrnia	Berkeley
Gilliam County, Oregon	Contea di Gilliam
Garfield County, Oklahoma	Contea di Garfield (Oklahoma)
Dallas County, Missouri	Contea di Dallas (Missouri)
Cape Girardeau County, Missouri	Contea di Cape Girardeau
Andrew County, Missouri	Contea di Andrew
Delaware County, Oklahoma	Contea di Delaware (Oklahoma)
DeKalb County, Missouri	Contea di DeKalb (Missouri)
Dade County, Missouri	Contea di Dade (Missouri)
Camden County, Missouri	Contea di Camden (Missouri)
Audrain County, Missouri	Contea di Audrain
Beadle County, Dakota a Deas	Contea di Beadle
Carter County, Missouri	Contea di Carter (Missouri)
Douglas County, Missouri	Contea di Douglas (Missouri)
Eisleben	Eisleben
Kiowa County, Oklahoma	Contea di Kiowa (Oklahoma)
Ellis County, Oklahoma	Contea di Ellis (Oklahoma)
Texas County, Oklahoma	Contea di Texas (Oklahoma)
Jefferson County, Oklahoma	Contea di Jefferson (Oklahoma)
Armachd	Armatura
Jackson County, Oklahoma	Contea di Jackson (Oklahoma)
Oklahoma County, Oklahoma	Contea di Oklahoma
Atoka County, Oklahoma	Contea di Atoka
Cimarron County, Oklahoma	Contea di Cimarron
Beaver County, Oklahoma	Contea di Beaver (Oklahoma)
Chariton County, Missouri	Contea di Chariton
Cass County, Missouri	Contea di Cass (Missouri)
Daviess County, Missouri	Contea di Daviess (Missouri)
Callaway County, Missouri	Contea di Callaway
Christian County, Missouri	Contea di Christian (Missouri)
Dent County, Missouri	Contea di Dent
Barry County, Missouri	Contea di Barry (Missouri)
Spokane County, Washington	Contea di Spokane
Wayne County, Nebraska	Contea di Wayne (Nebraska)
Pend Oreille County, Washington	Contea di Pend Oreille
Walla Walla County, Washington	Contea di Walla Walla
Ferrol	Ferrol
Winneshiek County, Iowa	Contea di Winneshiek
Story County, Iowa	Contea di Story
Hancock County, Iowa	Contea di Hancock (Iowa)
Marion County, Iowa	Contea di Marion (Iowa)
Humboldt County, Iowa	Contea di Humboldt (Iowa)
Wayne County, Iowa	Contea di Wayne (Iowa)
Worth County, Iowa	Contea di Worth (Iowa)
Wapello County, Iowa	Contea di Wapello
Poweshiek County, Iowa	Contea di Poweshiek
Scott County, Iowa	Contea di Scott (Iowa)
Monona County, Iowa	Contea di Monona
Hardin County, Iowa	Contea di Hardin (Iowa)
Shelby County, Iowa	Contea di Shelby (Iowa)
McPherson County, Nebraska	Contea di McPherson (Nebraska)
Phelps County, Missouri	Contea di Phelps (Missouri)
Niobrara County, Wyoming	Contea di Niobrara
Coffee County, Alabama	Contea di Coffee (Alabama)
Duluth, Minnesota	Duluth (Minnesota)
Plymouth County, Iowa	Contea di Plymouth (Iowa)
Mitchell County, Iowa	Contea di Mitchell (Iowa)
Glendale, Calafòrnia	Glendale (California)
Mills County, Iowa	Contea di Mills (Iowa)
Webster County, Iowa	Contea di Webster (Iowa)
Harrison County, Iowa	Contea di Harrison (Iowa)
Jasper County, Iowa	Contea di Jasper (Iowa)
Linn County, Iowa	Contea di Linn (Iowa)
Johnson County, Iowa	Contea di Johnson (Iowa)
Ringgold County, Iowa	Contea di Ringgold
Jackson County, Iowa	Contea di Jackson (Iowa)
Lee County, Iowa	Contea di Lee (Iowa)
Lyon County, Iowa	Contea di Lyon (Iowa)
Osceola County, Iowa	Contea di Osceola (Iowa)
Palo Alto County, Iowa	Contea di Palo Alto
Lucas County, Iowa	Contea di Lucas (Iowa)
Polk County, Iowa	Contea di Polk (Iowa)
Hood County, Texas	Contea di Hood
Ochiltree County, Texas	Contea di Ochiltree
Mahaska County, Iowa	Contea di Mahaska
Keokuk County, Iowa	Contea di Keokuk
Union County, Iowa	Contea di Union (Iowa)
Pocahontas County, Iowa	Contea di Pocahontas (Iowa)
Montgomery County, Iowa	Contea di Montgomery (Iowa)
Jones County, Iowa	Contea di Jones (Iowa)
Marshall County, Iowa	Contea di Marshall (Iowa)
Monroe County, Iowa	Contea di Monroe (Iowa)
Iowa County, Iowa	Contea di Iowa (Iowa)
Woodbury County, Iowa	Contea di Woodbury
Louisa County, Iowa	Contea di Louisa (Iowa)
Washington County, Idaho	Contea di Washington (Idaho)
Clark County, Kentucky	Contea di Clark (Kentucky)
Camas County, Idaho	Contea di Camas
Bath County, Kentucky	Contea di Bath (Kentucky)
Allen County, Kentucky	Contea di Allen (Kentucky)
Estill County, Kentucky	Contea di Estill
Butler County, Kentucky	Contea di Butler (Kentucky)
Canyon County, Idaho	Contea di Canyon
Barren County, Kentucky	Contea di Barren
Green County, Kentucky	Contea di Green (Kentucky)
Benton County, Missouri	Contea di Benton (Missouri)
Carter County, Kentucky	Contea di Carter (Kentucky)
Anderson County, Kentucky	Contea di Anderson (Kentucky)
Bourbon County, Kentucky	Contea di Bourbon (Kentucky)
Kane County, Illinois	Contea di Kane (Illinois)
Fremont County, Iowa	Contea di Fremont (Iowa)
Grundy County, Iowa	Contea di Grundy (Iowa)
Hamilton County, Iowa	Contea di Hamilton (Iowa)
San Bernardino, Calafòrnia	San Bernardino (California)
Fillmore County, Minnesota	Contea di Fillmore (Minnesota)
Henry County, Illinois	Contea di Henry (Illinois)
Elmore County, Idaho	Contea di Elmore (Idaho)
Guthrie County, Iowa	Contea di Guthrie
Boise County, Idaho	Contea di Boise
Boundary County, Idaho	Contea di Boundary
Bear Lake County, Idaho	Contea di Bear Lake
Benewah County, Idaho	Contea di Benewah
Bonneville County, Idaho	Contea di Bonneville
Jasper County, Illinois	Contea di Jasper (Illinois)
Cedar Rapids, Iowa	Cedar Rapids (Iowa)
Jefferson County, Illinois	Contea di Jefferson (Illinois)
Henderson County, Illinois	Contea di Henderson (Illinois)
Madison County, Illinois	Contea di Madison (Illinois)
Williamson County, Illinois	Contea di Williamson (Illinois)
Union County, Illinois	Contea di Union (Illinois)
Kansas City, Kansas	Kansas City (Kansas)
Massac County, Illinois	Contea di Massac
Rochester, Minnesota	Rochester (Minnesota)
Washington County, Illinois	Contea di Washington (Illinois)
Franklin County, Illinois	Contea di Franklin (Illinois)
Hardin County, Illinois	Contea di Hardin (Illinois)
Randolph County, Illinois	Contea di Randolph (Illinois)
Menard County, Illinois	Contea di Menard (Illinois)
St. Clair County, Illinois	Contea di St. Clair (Illinois)
Perry County, Illinois	Contea di Perry (Illinois)
Jo Daviess County, Illinois	Contea di Jo Daviess
Wabash County, Illinois	Contea di Wabash (Illinois)
Canadian County, Oklahoma	Contea di Canadian
Grant County, Oklahoma	Contea di Grant (Oklahoma)
Harmon County, Oklahoma	Contea di Harmon
Johnston County, Oklahoma	Contea di Johnston (Oklahoma)
Ford County, Illinois	Contea di Ford (Illinois)
Boyle County, Kentucky	Contea di Boyle
Lincoln County, Idaho	Contea di Lincoln (Idaho)
LaSalle County, Illinois	Contea di LaSalle
Feadan gunna	Canna (armi)
Piatt County, Illinois	Contea di Piatt
Marktl	Marktl
McHenry County, Illinois	Contea di McHenry (Illinois)
Lemhi County, Idaho	Contea di Lemhi
Tesco	Tesco
Pottawattamie County, Iowa	Contea di Pottawattamie
Honolulu County, Hawaii	Contea di Honolulu
Conecuh County, Alabama	Contea di Conecuh
Covington County, Alabama	Contea di Covington (Alabama)
Colbert County, Alabama	Contea di Colbert
Coosa County, Alabama	Contea di Coosa
Escambia County, Alabama	Contea di Escambia (Alabama)
Calw	Calw
Salinas, Calafòrnia	Salinas (California)
Ontario, Calafòrnia	Ontario (California)
Pulaski County, Illinois	Contea di Pulaski (Illinois)
Caribou County, Idaho	Contea di Caribou
Hendry County, Florida	Contea di Hendry
Montgomery County, Illinois	Contea di Montgomery (Illinois)
Charlotte County, Florida	Contea di Charlotte (Florida)
White County, Illinois	Contea di White (Illinois)
Custer County, Idaho	Contea di Custer (Idaho)
Brevard County, Florida	Contea di Brevard
Monroe County, Illinois	Contea di Monroe (Illinois)
Indian River County, Florida	Contea di Indian River
Collier County, Florida	Contea di Collier
Jackson County, Florida	Contea di Jackson (Florida)
Orange County, Florida	Contea di Orange (Florida)
Bingham County, Idaho	Contea di Bingham
Carroll County, Illinois	Contea di Carroll (Illinois)
Ogle County, Illinois	Contea di Ogle
Greene County, Iowa	Contea di Greene (Iowa)
Hernando County, Florida	Contea di Hernando
Leon County, Florida	Contea di Leon (Florida)
Blaine County, Idaho	Contea di Blaine (Idaho)
Monongalia County, Virginia an Iar	Contea di Monongalia
Albemarle County, Virginia	Contea di Albemarle
Montgomery County, Maryland	Contea di Montgomery (Maryland)
Baltimore County, Maryland	Contea di Baltimora
Butler County, Pennsylvania	Contea di Butler (Pennsylvania)
Alleghany County, Virginia	Contea di Alleghany (Virginia)
Erie County, Pennsylvania	Contea di Erie (Pennsylvania)
Fayette County, Pennsylvania	Contea di Fayette (Pennsylvania)
Bradford County, Pennsylvania	Contea di Bradford (Pennsylvania)
Dauphin County, Pennsylvania	Contea di Dauphin
Columbia County, Pennsylvania	Contea di Columbia (Pennsylvania)
