Áfríkà	Africa
Oṣù Kínní 5	5 gennaio
Oṣù Kínní 6	6 gennaio
Ẹ̀lẹ́ktrọ́nù	Elettrone
Oṣù Kínní 7	7 gennaio
Oṣù Kínní 8	8 gennaio
Oṣù Kínní 9	9 gennaio
Oṣù Kínní 10	10 gennaio
Oṣù Kínní 11	11 gennaio
Oṣù Kínní 12	12 gennaio
Buzz Aldrin	Buzz Aldrin
Oṣù Kínní 13	13 gennaio
Oṣù Kínní 14	14 gennaio
Oṣù Kínní 15	15 gennaio
Oṣù Kínní 16	16 gennaio
Tom Hanks	Tom Hanks
Oṣù Kínní 17	17 gennaio
Oṣù Kínní 18	18 gennaio
Oṣù Kínní 19	19 gennaio
Oṣù Kínní 20	20 gennaio
Oṣù Kínní 21	21 gennaio
Oṣù Kínní 22	22 gennaio
Oṣù Kínní 23	23 gennaio
Ilẹ̀ Ọbalúayé Rómù	Impero romano
Oṣù Kínní 24	24 gennaio
Oṣù Kínní 25	25 gennaio
Minsk	Minsk
Oṣù Kínní 26	26 gennaio
Microsoft	Microsoft
Oṣù Kínní 27	27 gennaio
28 January	28 gennaio
Oṣù Kínní 29	29 gennaio
Oṣù Kínní 30	30 gennaio
Oṣù Kínní 31	31 gennaio
Prótọ̀nù	Protone
2 December	2 dicembre
1 December	1º dicembre
3 December	3 dicembre
7 December	7 dicembre
5 December	5 dicembre
8 December	8 dicembre
10 December	10 dicembre
6 December	6 dicembre
9 December	9 dicembre
4 December	4 dicembre
1 February	1º febbraio
2 February	2 febbraio
3 February	3 febbraio
Kurów	Kurów
4 February	4 febbraio
5 February	5 febbraio
6 February	6 febbraio
7 February	7 febbraio
8 February	8 febbraio
9 February	9 febbraio
10 February	10 febbraio
Kẹ́místrì	Chimica
14 February	14 febbraio
13 February	13 febbraio
15 February	15 febbraio
11 February	11 febbraio
12 February	12 febbraio
Smolensk	Smolensk
19 February	19 febbraio
17 February	17 febbraio
16 February	16 febbraio
18 February	18 febbraio
20 February	20 febbraio
21 February	21 febbraio
22 February	22 febbraio
23 February	23 febbraio
24 February	24 febbraio
25 February	25 febbraio
26 February	26 febbraio
27	27
27 February	27 febbraio
28 February	28 febbraio
11 December	11 dicembre
29 February	29 febbraio
12 December	12 dicembre
C Sharp	C sharp
13 December	13 dicembre
14 December	14 dicembre
15 December	15 dicembre
2 March	2 marzo
3 March	3 marzo
5 March	5 marzo
1 March	1º marzo
7 March	7 marzo
8 March	8 marzo
4 March	4 marzo
10 March	10 marzo
11 March	11 marzo
6 March	6 marzo
13 March	13 marzo
9 March	9 marzo
12 March	12 marzo
15 March	15 marzo
14 March	14 marzo
C++	C++
16 December	16 dicembre
17 December	17 dicembre
16 March	16 marzo
17 March	17 marzo
18 March	18 marzo
19 March	19 marzo
1989	1989
1988	1988
20 March	20 marzo
1987	1987
1986	1986
1985	1985
1984	1984
21 March	21 marzo
1983	1983
22 March	22 marzo
1982	1982
1981	1981
18 December	18 dicembre
1980	1980
23 March	23 marzo
Mogadishu	Mogadiscio
19 December	19 dicembre
24 March	24 marzo
25 March	25 marzo
20 December	20 dicembre
26 March	26 marzo
27 March	27 marzo
28 March	28 marzo
29 March	29 marzo
30 March	30 marzo
31 March	31 marzo
Nassau, Àwọn Bàhámà	Nassau
Gáláksì Andromẹ́dà	Galassia di Andromeda
Sana'a	Sana’a
1970	1970
1971	1971
1972	1972
1973	1973
1974	1974
1975	1975
1976	1976
1977	1977
1978	1978
1979	1979
1969	1969
Konrad Adenauer	Konrad Adenauer
Pópù Benedict 16k	Papa Benedetto XVI
Ludwig Erhard	Ludwig Erhard
15 April	15 aprile
13 April	13 aprile
12 April	12 aprile
14 April	14 aprile
11 April	11 aprile
10 April	10 aprile
8 April	8 aprile
9 April	9 aprile
7 April	7 aprile
6 April	6 aprile
5 April	5 aprile
4 April	4 aprile
3 April	3 aprile
1 April	1º aprile
2 April	2 aprile
Kurt Georg Kiesinger	Kurt Georg Kiesinger
Tẹ́lískópù Òfurufú Hubble	Telescopio spaziale Hubble
Willy Brandt	Willy Brandt
Helmut Schmidt	Helmut Schmidt
Helmut Kohl	Helmut Kohl
16 April	16 aprile
17 April	17 aprile
18 April	18 aprile
19 April	19 aprile
20 April	20 aprile
21 April	21 aprile
22 April	22 aprile
23 April	23 aprile
24 April	24 aprile
Gerhard Schröder	Gerhard Schröder
25 April	25 aprile
26 April	26 aprile
27 April	27 aprile
28 April	28 aprile
29 April	29 aprile
30 April	30 aprile
Christian Wulff	Christian Wulff
Horst Köhler	Horst Köhler
1 May	1º maggio
2 May	2 maggio
3 May	3 maggio
4 May	4 maggio
5 May	5 maggio
Johannes Rau	Johannes Rau
6 May	6 maggio
7 May	7 maggio
8 May	8 maggio
9 May	9 maggio
10 May	10 maggio
11 May	11 maggio
12 May	12 maggio
13 May	13 maggio
14 May	14 maggio
15 May	15 maggio
Roman Herzog	Roman Herzog
Richard von Weizsäcker	Richard von Weizsäcker
Karl Carstens	Karl Carstens
Walter Scheel	Walter Scheel
Gustav Heinemann	Gustav Heinemann
16 May	16 maggio
17 May	17 maggio
18 May	18 maggio
19 May	19 maggio
20 May	20 maggio
21 May	21 maggio
22 May	22 maggio
Heinrich Lübke	Heinrich Lübke
23 May	23 maggio
24 May	24 maggio
25 May	25 maggio
26 May	26 maggio
27 May	27 maggio
28 May	28 maggio
29 May	29 maggio
30 May	30 maggio
31 May	31 maggio
Theodor Heuss	Theodor Heuss
21 December	21 dicembre
Pópù Pius 12k	Papa Pio XII
14 June	14 giugno
15 June	15 giugno
13 June	13 giugno
10 June	10 giugno
7 June	7 giugno
11 June	11 giugno
9 June	9 giugno
12 June	12 giugno
6 June	6 giugno
8 June	8 giugno
5 June	5 giugno
3 June	3 giugno
2 June	2 giugno
1 June	1º giugno
4 June	4 giugno
Naples	Napoli
22 December	22 dicembre
1968	1968
Friedrich Ebert	Friedrich Ebert (padre)
1967	1967
1966	1966
1965	1965
1964	1964
16 June	16 giugno
30 June	30 giugno
29 June	29 giugno
28 June	28 giugno
26 June	26 giugno
25 June	25 giugno
22 June	22 giugno
27 June	27 giugno
24 June	24 giugno
20 June	20 giugno
Paul von Hindenburg	Paul von Hindenburg
23 June	23 giugno
19 June	19 giugno
18 June	18 giugno
21 June	21 giugno
17 June	17 giugno
23 December	23 dicembre
15 July	15 luglio
13 July	13 luglio
12 July	12 luglio
10 July	10 luglio
9 July	9 luglio
14 July	14 luglio
8 July	8 luglio
7 July	7 luglio
6 July	6 luglio
5 July	5 luglio
2 July	2 luglio
4 July	4 luglio
3 July	3 luglio
1 July	1º luglio
11 July	11 luglio
24 December	24 dicembre
31 July	31 luglio
30 July	30 luglio
29 July	29 luglio
28 July	28 luglio
27 July	27 luglio
25 July	25 luglio
24 July	24 luglio
23 July	23 luglio
26 July	26 luglio
22 July	22 luglio
19 July	19 luglio
21 July	21 luglio
20 July	20 luglio
17 July	17 luglio
18 July	18 luglio
16 July	16 luglio
Bọ́ọ̀lù-ẹlẹ́sẹ̀	Calcio (sport)
25 December	25 dicembre
1963	1963
Lech Kaczyński	Lech Kaczyński
26 December	26 dicembre
1962	1962
IPhone	IPhone
14 August	14 agosto
15 August	15 agosto
13 August	13 agosto
12 August	12 agosto
11 August	11 agosto
10 August	10 agosto
8 August	8 agosto
7 August	7 agosto
9 August	9 agosto
5 August	5 agosto
4 August	4 agosto
2 August	2 agosto
3 August	3 agosto
6 August	6 agosto
1 August	1º agosto
27 December	27 dicembre
Madrid	Madrid
16 August	16 agosto
Kòká Kolà	Coca-Cola
29 August	29 agosto
28 August	28 agosto
30 August	30 agosto
25 August	25 agosto
26 August	26 agosto
23 August	23 agosto
27 August	27 agosto
21 August	21 agosto
20 August	20 agosto
24 August	24 agosto
18 August	18 agosto
17 August	17 agosto
22 August	22 agosto
19 August	19 agosto
31 August	31 agosto
Michael Jackson	Michael Jackson
28 December	28 dicembre
Freiburg	Friburgo in Brisgovia
Àrùn òtútù	Influenza
Bogotá	Bogotá
Bràsílíà	Brasilia
15 September	15 settembre
14 September	14 settembre
13 September	13 settembre
12 September	12 settembre
8 September	8 settembre
11 September	11 settembre
7 September	7 settembre
10 September	10 settembre
5 September	5 settembre
4 September	4 settembre
9 September	9 settembre
2 September	2 settembre
6 September	6 settembre
1 September	1º settembre
3 September	3 settembre
29 December	29 dicembre
Alexander Lukashenko	Aleksandr Lukašenko
Lima	Lima
30 September	30 settembre
29 September	29 settembre
28 September	28 settembre
27 September	27 settembre
26 September	26 settembre
25 September	25 settembre
Santiago	Santiago del Cile
23 September	23 settembre
22 September	22 settembre
24 September	24 settembre
21 September	21 settembre
20 September	20 settembre
18 September	18 settembre
17 September	17 settembre
Orílẹ̀-èdè Olómìnira Sófìẹ̀tì Sósíálístì Bẹ́lárùs	Repubblica Socialista Sovietica Bielorussa
19 September	19 settembre
16 September	16 settembre
Quito	Quito
30 December	30 dicembre
Sucre	Sucre (città)
31 December	31 dicembre
1 October	1º ottobre
15 October	15 ottobre
12 October	12 ottobre
10 October	10 ottobre
14 October	14 ottobre
9 October	9 ottobre
8 October	8 ottobre
13 October	13 ottobre
7 October	7 ottobre
11 October	11 ottobre
6 October	6 ottobre
4 October	4 ottobre
5 October	5 ottobre
3 October	3 ottobre
2 October	2 ottobre
Asunción	Asunción
Ewúrẹ́	Capra hircus
31 October	31 ottobre
30 October	30 ottobre
29 October	29 ottobre
28 October	28 ottobre
26 October	26 ottobre
25 October	25 ottobre
24 October	24 ottobre
27 October	27 ottobre
22 October	22 ottobre
23 October	23 ottobre
20 October	20 ottobre
21 October	21 ottobre
19 October	19 ottobre
17 October	17 ottobre
16 October	16 ottobre
18 October	18 ottobre
Heidelberg	Heidelberg
15 November	15 novembre
14 November	14 novembre
13 November	13 novembre
12 November	12 novembre
11 November	11 novembre
10 November	10 novembre
7 November	7 novembre
8 November	8 novembre
9 November	9 novembre
6 November	6 novembre
5 November	5 novembre
4 November	4 novembre
3 November	3 novembre
2 November	2 novembre
1 November	1º novembre
Paramaribo	Paramaribo
30 November	30 novembre
29 November	29 novembre
28 November	28 novembre
27 November	27 novembre
26 November	26 novembre
25 November	25 novembre
23 November	23 novembre
24 November	24 novembre
21 November	21 novembre
20 November	20 novembre
22 November	22 novembre
19 November	19 novembre
18 November	18 novembre
17 November	17 novembre
16 November	16 novembre
Göttingen	Gottinga
Kathmandu	Katmandu
Hudson Bay	Baia di Hudson
Belmopan	Belmopan
Charlemagne	Carlo Magno
San José, Kóstá Rikà	San José
San Salvador	San Salvador (El Salvador)
Canberra	Canberra
Sydney	Sydney
Melbourne	Melbourne
Iná	Fuoco
Ojúọ̀run ayé	Atmosfera terrestre
Tegucigalpa	Tegucigalpa
Managua	Managua
Ìlú Panamá	Panamá (città)
10427 Klinkenberg	10427 Klinkenberg
George Orwell	George Orwell
Ptolemy 9k Lathyros	Tolomeo IX
Ptolemy 10k Alexander 1k	Tolomeo X
Ptolemy 8k Physcon	Tolomeo VIII
Nílò	Nilo
Odò Niger	Niger (fiume)
Rabat	Rabat
Algiers	Algeri
Tunis	Tunisi
Tripoli	Tripoli
Jack Angel	Jack Angel
Ìlú Djibouti	Gibuti (città)
Tehran	Teheran
Addis Ababa	Addis Abeba
Jakarta	Giacarta
Ankara	Ankara
Asmara	Asmara
N'Djamena	N'Djamena
Niamey	Niamey
Nouakchott	Nouakchott
Riyadh	Riyad
1961	1961
Bamako	Bamako
Belgrade	Belgrado
Dakar	Dakar
Banjul	Banjul
Conakry	Conakry
Bissau	Bissau
Ẹ̀ka:Àdàkọ Wikipedia	Categoria:Template
Monrovia	Monrovia
Praia	Praia
1960	1960
Ẹ̀ka:Àdàkọ	Categoria:Template per tema
Aakrá	Accra
Dàmáskù	Damasco
Yamoussoukro	Yamoussoukro
Gùyánà Fránsì	Guyana francese
Ouagadougou	Ouagadougou
Freetown	Freetown
Odò Amasónì	Rio delle Amazzoni
Abùjá	Abuja
Lomé	Lomé
Porto-Novo	Porto-Novo
Amman	Amman
Tübingen	Tubinga
Yaoundé	Yaoundé
Malabo	Malabo
Beirut	Beirut
Libreville	Libreville
Muscat	Mascate
Bangui	Bangui
Kinshasa	Kinshasa
Brazzaville	Brazzaville
Bujumbura	Bujumbura
Nicosia	Nicosia
Kigali	Kigali
Doha	Doha
Dodoma	Dodoma
Nairobi	Nairobi
Lilongwe	Lilongwe
Lusaka	Lusaka
Manama	Manama
Ìsúlẹ̀ Òòrùn	Eclissi solare
Maputo	Maputo
Kampala	Kampala
Luanda	Luanda
Moroni, Comoros	Moroni (Comore)
Mbabane	Mbabane
Maseru	Maseru
Albert 2k ilẹ̀ Mónakò	Alberto II di Monaco
Albert 2k ilẹ̀ Bẹ́ljíọ̀m	Alberto II del Belgio
Antananarivo	Antananarivo
Yunifásítì	Università
Gaborone	Gaborone
Harare	Harare
Grace Kelly	Grace Kelly
Pretoria	Pretoria
Port Louis	Port Louis
São Tomé	São Tomé
Windhoek	Windhoek
Wikipedia:Àpótí àdánwò	Wikipedia:Pagina delle prove
Victoria, Ṣèíhẹ́lẹ́sì	Victoria (Seychelles)
Austrálíà (orílẹ̀)	Australia (continente)
Áljẹ́brà	Algebra
Ramesses 9k	Ramses IX
Odò	Fiume
Ramesses 10k	Ramses X
Duke Ellington	Duke Ellington
Osasco	Osasco (San Paolo)
36 SK	36 a.C.
Ramesses 5k	Ramses V
20 SK	20 a.C.
40 SK	40 a.C.
39 SK	39 a.C.
37 SK	37 a.C.
22 SK	22 a.C.
Ammonia	Ammoniaca
38 SK	38 a.C.
Fujairah	Fujaira
Glasgow	Glasgow
28 SK	28 a.C.
18 SK	18 a.C.
15 SK	15 a.C.
33 SK	33 a.C.
Chris Rock	Chris Rock
30 SK	30 a.C.
12 SK	12 a.C.
Pápá Ọkọ̀ Òfurufú Đồng Hới	Aeroporto di Dong Hoi
Òfurufú	Spazio (astronomia)
45 SK	45 a.C.
46 SK	46 a.C.
Ìwéìgbésíayéaraẹni	Autobiografia
41 SK	41 a.C.
49 SK	49 a.C.
42 SK	42 a.C.
25 SK	25 a.C.
47 SK	47 a.C.
10 SK	10 a.C.
Tẹ́lískópù	Telescopio
James Coburn	James Coburn
Ẹ̀ka:Ìtàn ilẹ̀ Benin	Categoria:Storia del Benin
Peter Abelard	Pietro Abelardo
Arusha	Arusha
Àkójọ àwọn èdè gẹ́gẹ́ bíi iye àwọn afisọ̀rọ̀ abínibí	Lingue per numero di parlanti madrelingua
Kùrìtíbà	Curitiba
Dọ́là Tufalu	Dollaro di Tuvalu
Ìwọòrùn Áfríkà	Africa occidentale
Alpha Condé	Alpha Condé
Faure Gnassingbé	Faure Gnassingbé
Ẹ̀ka:1888	Categoria:Eventi del 1888
Pópù Pius 8k	Papa Pio VIII
Pópù Benedict 15k	Papa Benedetto XV
Ẹ̀ka:Àwọn olóṣèlú Sófìẹ̀tì	Categoria:Sovietici
Bernard Katz	Bernard Katz
Àmì ọ̀pá àṣẹ ilẹ̀ Perú	Stemma del Perù
Jonathan Winters	Jonathan Winters
Sean Connery	Sean Connery
Àsìá ilẹ̀ àwọn Erékùṣù Fàróè	Bandiera delle Fær Øer
Ìwé Jóòbù	Libro di Giobbe
Ìwé Òwe	Libro dei Proverbi
Ariary	Ariary malgascio
Léònè	Leone sierraleonese
Tala	Tala samoano
Shilling Tànsáníà	Scellino tanzaniano
Escudo Kepu Ferde	Escudo capoverdiano
Dọ́là Fíjì	Dollaro delle Figi
Rajiv Gandhi	Rajiv Gandhi
Franki Djìbútì	Franco gibutiano
Rupee Ṣèíhẹ́lẹ́sì	Rupia delle Seychelles
Rupee Sri Lanka	Rupia singalese
Dọ́là àwọn Erékùsù Sólómọ́nì	Dollaro delle Salomone
Shilling Ùgándà	Scellino ugandese
Àdàkọ:Location map Turkey	Template:Mappa di localizzazione/TUR
Dinar Tùnísíà	Dinaro tunisino
Shilling Sòmálíà	Scellino somalo
Kọnfukiọsi	Confucio
Lari	Lari georgiano
Pa'anga	Paʻanga tongano
Corbin Bleu	Corbin Bleu
Ẹ̀ka:Mathimátíkì	Categoria:Matematica
Àwọn Erékùṣù Fàróè	Fær Øer
Mohamed Morsi	Mohamed Morsi
Ẹ̀ka:Ìtàn ilẹ̀ Mòrókò	Categoria:Storia del Marocco
Àsìá ilẹ̀ Kíprù	Bandiera di Cipro
Barbra Streisand	Barbra Streisand
107 SK	107 a.C.
143 SK	143 a.C.
Moncef Marzouki	Moncef Marzouki
Lempira	Lempira honduregna
Àmì ọ̀pá àṣẹ ilẹ̀ Họ̀ndúràs	Stemma dell'Honduras
126 SK	126 a.C.
Peso Mẹ́ksíkò	Peso messicano
Franki Kóngò	Franco congolese
Porfirio Lobo Sosa	Porfirio Lobo Sosa
Franki Rùwándà	Franco ruandese
116 SK	116 a.C.
136 SK	136 a.C.
113 SK	113 a.C.
140 SK	140 a.C.
150 SK	150 a.C.
Lilangeni	Lilangeni dello Swaziland
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1888	Categoria:Nati nel 1888
130 SK	130 a.C.
1488	1488
Euro	Euro
Dọ́là Orílẹ̀-èdè Amẹ́ríkà	Dollaro statunitense
Òkun Mẹditéránì	Mar Mediterraneo
Orin-ìyìn Orílẹ̀-èdè Perú	Somos libres, seámoslo siempre
Hermann Melville	Herman Melville
Ẹ̀ka:Àwọn yunifásítì ní orílẹ̀-èdè kọ̀ọ̀kan	Categoria:Università per nazione
James Meredith	James Howard Meredith
Ẹ̀sìn Krístì	Cristianesimo
Àdàkọ:Àwọn orílẹ̀-èdè Ásíà	Template:Asia
1004	1004
Seattle	Seattle
Baltimore	Baltimora
Celine Dion	Céline Dion
Orílẹ̀	Continente
Èdè Abkhaz	Lingua abcasa
Ẹyẹ	Aves
Olúìlú	Capitale (città)
Monzón	Monzón
Èdè Pọtogí	Lingua portoghese
Oṣù	Mese
Mustafa Kemal Atatürk	Mustafa Kemal Atatürk
1948	1948
Ramesses 6k	Ramses VI
1949	1949
Huang Xianfan	Huang Xianfan
1956	1956
1200	1200
1201	1201
1202	1202
1203	1203
1204	1204
1205	1205
1206	1206
1941	1941
1207	1207
1208	1208
1945	1945
1209	1209
1210	1210
1211	1211
1958	1958
1212	1212
1926	1926
1213	1213
1947	1947
1944	1944
1952	1952
Díámọ̀ndì	Diamante
Bill Gates	Bill Gates
Èdè Japaní	Lingua giapponese
DVD	DVD
Ojúewé Àkọ́kọ́	Pagina principale
1959	1959
Àdàkọ:Àyọkà dáradára	Template:Voce di qualità
1957	1957
Adolf Butenandt	Adolf Friedrich Johann Butenandt
1214	1214
1215	1215
Bọ́ọ̀lù-alápẹ̀rẹ̀	Pallacanestro
1216	1216
1217	1217
1218	1218
1219	1219
Àwọn Ìdíje Òlímpíkì	Giochi olimpici
1220	1220
1221	1221
1222	1222
1223	1223
Ẹurásíà	Eurasia
1224	1224
1225	1225
1226	1226
1227	1227
1228	1228
1229	1229
1230	1230
1231	1231
1232	1232
1233	1233
1234	1234
1235	1235
1236	1236
1237	1237
1238	1238
1239	1239
1240	1240
1241	1241
1242	1242
1243	1243
1244	1244
1245	1245
1246	1246
Himalaya	Himalaya
Cape Town	Città del Capo
Durban	Durban
1247	1247
1248	1248
1249	1249
1250	1250
1251	1251
1252	1252
1253	1253
1254	1254
1255	1255
1256	1256
1257	1257
1258	1258
1259	1259
1260	1260
1261	1261
1262	1262
1263	1263
1264	1264
1265	1265
1266	1266
1267	1267
1268	1268
1269	1269
1270	1270
1271	1271
1272	1272
1273	1273
1274	1274
1275	1275
1276	1276
1277	1277
1278	1278
1279	1279
1280	1280
1281	1281
1282	1282
1283	1283
1284	1284
1285	1285
1286	1286
1287	1287
1288	1288
1289	1289
1290	1290
1291	1291
1292	1292
1293	1293
1294	1294
1295	1295
1296	1296
1297	1297
1298	1298
1299	1299
Salvador Dalí	Salvador Dalí
Vincent van Gogh	Vincent van Gogh
Hokusai	Katsushika Hokusai
Michelangelo	Michelangelo Buonarroti
Pablo Picasso	Pablo Picasso
Rembrandt	Rembrandt
Eminem	Eminem
1300	1300
1301	1301
1302	1302
1303	1303
1304	1304
1305	1305
Matsuo Bashō	Matsuo Bashō
Lord Byron	George Gordon Byron
Miguel de Cervantes	Miguel de Cervantes
Anton Chekhov	Anton Čechov
Charles Dickens	Charles Dickens
Àwọn Erékùṣù Åland	Isole Åland
1306	1306
1307	1307
Philippe Pétain	Philippe Pétain
1308	1308
1309	1309
1310	1310
1311	1311
1312	1312
1313	1313
Adolphe Thiers	Adolphe Thiers
1314	1314
1315	1315
1316	1316
1317	1317
Pierre-Joseph Proudhon	Pierre-Joseph Proudhon
Peter Kropotkin	Pëtr Alekseevič Kropotkin
1318	1318
1319	1319
1320	1320
1321	1321
1322	1322
1323	1323
1324	1324
1325	1325
1326	1326
Àwọn Erékùṣù Káímàn	Isole Cayman
1327	1327
Shelly-Ann Fraser-Pryce	Shelly-Ann Fraser-Pryce
1328	1328
Mẹ́kkà	La Mecca
Che Guevara	Che Guevara
Novak Djokovic	Novak Đoković
Àwọn Erékùṣù Kánárì	Isole Canarie
Mao Zedong	Mao Tse-tung
Ceuta	Ceuta
Melilla	Melilla
Kabul	Kabul
Gabriel García Márquez	Gabriel García Márquez
Johann Wolfgang von Goethe	Johann Wolfgang von Goethe
Èdè Tàmil	Lingua tamil
Ìmòye	Filosofia
1329	1329
Chuck Berry	Chuck Berry
Jimi Hendrix	Jimi Hendrix
James Brown	James Brown
Ẹ̀ka:Àwọn ojúewé fún ìparẹ́ kíákíá	Categoria:Cancellare subito
1330	1330
1331	1331
1332	1332
1333	1333
1334	1334
1335	1335
1336	1336
1337	1337
1338	1338
1339	1339
1340	1340
50 Cent	50 Cent
1341	1341
1342	1342
1343	1343
1344	1344
1345	1345
Dr. Dre	Dr. Dre
1346	1346
1347	1347
1348	1348
1349	1349
1350	1350
Snoop Dogg	Snoop Dogg
Marco Polo	Marco Polo
1351	1351
Hebe Camargo	Hebe Camargo
Portland	Portland
Tupac Shakur	Tupac Shakur
1400	1400
1401	1401
1352	1352
1402	1402
1353	1353
1403	1403
1354	1354
1404	1404
1355	1355
1405	1405
1500	1500
1406	1406
1356	1356
1501	1501
1407	1407
1357	1357
1502	1502
1408	1408
1358	1358
1503	1503
1359	1359
1409	1409
1504	1504
1360	1360
1410	1410
1505	1505
1506	1506
1411	1411
1361	1361
1507	1507
1412	1412
1362	1362
1413	1413
1508	1508
1363	1363
1509	1509
1414	1414
1510	1510
1415	1415
1364	1364
Ìṣekọ́múnístì	Comunismo
1511	1511
1416	1416
1365	1365
1512	1512
1417	1417
1366	1366
Pepi 2k Neferkare	Pepi II
1513	1513
1418	1418
1367	1367
1514	1514
1419	1419
1368	1368
1515	1515
1420	1420
1369	1369
1516	1516
1421	1421
Ramesses 7k	Ramses VII
1370	1370
Apáìwọ̀orùn Sàhárà	Sahara Occidentale
1371	1371
Orílẹ̀-èdè	Paese (area geografica)
1372	1372
1373	1373
1422	1422
1517	1517
Ìbínibí	Nazione
1423	1423
1518	1518
1374	1374
1424	1424
1375	1375
1519	1519
Joe Biden	Joe Biden
1376	1376
1425	1425
1520	1520
1521	1521
1377	1377
1426	1426
Hillary Rodham Clinton	Hillary Clinton
1522	1522
1523	1523
1427	1427
1378	1378
1524	1524
1525	1525
1428	1428
1379	1379
1526	1526
1429	1429
1380	1380
1381	1381
1382	1382
1383	1383
1430	1430
1431	1431
Indianapolis	Indianapolis
1384	1384
1432	1432
1385	1385
1386	1386
1433	1433
1387	1387
1434	1434
1435	1435
1388	1388
Web browser	Browser
1436	1436
1389	1389
1437	1437
1390	1390
1438	1438
1391	1391
1439	1439
1392	1392
1440	1440
1393	1393
1394	1394
1395	1395
1441	1441
1396	1396
1397	1397
1442	1442
1527	1527
1528	1528
1398	1398
1443	1443
1444	1444
1529	1529
1399	1399
1445	1445
Boeing 787	Boeing 787 Dreamliner
1530	1530
1446	1446
1531	1531
1447	1447
1532	1532
1448	1448
1533	1533
1449	1449
1534	1534
1450	1450
1535	1535
1451	1451
1536	1536
1452	1452
1537	1537
1453	1453
1538	1538
1454	1454
1539	1539
1455	1455
1540	1540
Ẹ̀ka:Ìtòràwọ̀	Categoria:Astronomia
Søren Kierkegaard	Søren Kierkegaard
1541	1541
1456	1456
1457	1457
1542	1542
1458	1458
1543	1543
1459	1459
1544	1544
Jean-Jacques Rousseau	Jean-Jacques Rousseau
1460	1460
1545	1545
1461	1461
1546	1546
Ìjídìde Fránsì	Rivoluzione francese
Günter Grass	Günter Grass
1462	1462
1547	1547
1463	1463
1548	1548
1464	1464
1549	1549
1465	1465
1550	1550
1466	1466
1551	1551
1467	1467
Ẹ̀ka:Àwọn atòràwọ̀	Categoria:Astronomi
1468	1468
1552	1552
1469	1469
1553	1553
1470	1470
1554	1554
1471	1471
1555	1555
Sàhárà	Deserto del Sahara
1472	1472
1556	1556
1473	1473
1557	1557
1474	1474
1558	1558
1475	1475
1559	1559
1476	1476
1560	1560
1477	1477
1478	1478
1561	1561
1479	1479
1562	1562
1480	1480
1563	1563
1481	1481
1564	1564
1482	1482
1565	1565
1483	1483
1566	1566
1484	1484
1567	1567
1485	1485
1486	1486
1568	1568
1487	1487
1569	1569
Èdè Kroatíà	Lingua croata
1570	1570
1489	1489
1571	1571
1490	1490
1572	1572
1491	1491
1573	1573
1492	1492
1574	1574
1493	1493
1575	1575
Homer	Omero
1494	1494
1495	1495
1496	1496
1576	1576
1497	1497
1577	1577
1498	1498
1578	1578
1499	1499
1579	1579
1580	1580
1581	1581
1582	1582
1600	1600
Carl Friedrich Gauss	Carl Friedrich Gauss
1601	1601
1583	1583
1602	1602
1584	1584
1603	1603
1585	1585
1604	1604
1586	1586
1605	1605
1587	1587
1606	1606
1607	1607
1588	1588
1608	1608
1589	1589
1609	1609
1590	1590
1610	1610
1591	1591
1611	1611
1592	1592
1612	1612
1593	1593
1613	1613
1594	1594
1614	1614
1595	1595
1615	1615
1596	1596
1616	1616
1597	1597
1617	1617
1598	1598
1618	1618
1599	1599
1619	1619
1620	1620
1621	1621
1700	1700
1701	1701
1622	1622
1623	1623
1702	1702
1624	1624
1703	1703
1704	1704
1625	1625
1705	1705
1626	1626
1627	1627
1706	1706
1628	1628
1707	1707
1708	1708
1629	1629
1630	1630
1709	1709
1631	1631
1710	1710
1632	1632
1711	1711
1633	1633
1712	1712
1634	1634
1713	1713
1800	1800
1801	1801
1714	1714
1635	1635
James Joyce	James Joyce
1802	1802
1715	1715
1636	1636
1803	1803
1637	1637
1716	1716
1638	1638
1804	1804
1717	1717
1639	1639
1805	1805
1718	1718
1640	1640
1719	1719
1806	1806
1641	1641
1720	1720
1807	1807
1642	1642
1721	1721
1808	1808
1643	1643
1722	1722
1809	1809
1644	1644
1723	1723
1810	1810
1645	1645
1724	1724
Ọ̀rúndún 20k	XX secolo
1811	1811
1646	1646
1725	1725
1812	1812
1647	1647
1726	1726
1813	1813
Ọ̀rúndún 21k	XXI secolo
1648	1648
1727	1727
1814	1814
1649	1649
1728	1728
1815	1815
1650	1650
1729	1729
1816	1816
Ọ̀rúndún 19k	XIX secolo
1651	1651
1730	1730
1817	1817
1652	1652
1731	1731
1818	1818
1653	1653
1732	1732
1819	1819
1654	1654
1733	1733
1820	1820
1655	1655
